반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,물품상태,사유
2019-06-29,2019-07-12,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201743853,2017-04-26,4075000,2017-05-08,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2025-02-14,2025-02-19,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201743854,2017-04-26,4075000,2017-05-08,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2018-10-22,2018-10-30,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201643855,2016-12-24,1118000,2017-01-04,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2025-08-25,2025-08-31,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201543906,2015-05-27,4932000,2015-06-02,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2017-08-07,2017-08-15,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201543907,2015-05-27,4932000,2015-06-02,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2019-04-15,2019-04-23,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201643910,2016-07-06,9722000,2016-07-15,시설팀(ERICA),반납,신품,잉여물품
2020-02-02,2020-02-06,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201643911,2016-07-06,9722000,2016-07-15,시설팀(ERICA),반납,정비필요품,고장/파손
2023-04-03,2023-04-08,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201743914,2017-12-21,2127000,2018-01-02,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-10-16,,badbergjr,박대리,반려,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201743916,2017-12-21,2127000,2018-01-02,소프트웨어융합대학RC행정팀(ERICA),운용,폐품,사용연한경과
2020-11-13,2020-11-16,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201743918,2017-12-21,2127000,2018-01-02,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2019-07-19,2019-07-28,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201743919,2017-12-21,2127000,2018-01-02,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-12-11,2024-12-15,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202243943,2022-04-09,18943000,2022-04-20,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2024-11-03,2024-11-08,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143959,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-10-29,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143969,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),운용,신품,잉여물품
2024-01-16,2024-01-25,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143972,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-02-12,2025-02-18,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143973,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-10-15,2024-10-28,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143979,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2023-04-26,2023-05-06,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143980,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2024-02-25,2024-03-05,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143983,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2025-07-08,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202143984,2021-12-26,7112000,2022-01-06,경상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2021-03-22,,badbergjr,박대리,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201943985,2019-12-21,610000,2020-01-03,학생지원팀(ERICA),운용,정비필요품,고장/파손
2021-08-03,2021-08-08,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201943986,2019-12-21,610000,2020-01-03,학생지원팀(ERICA),반납,폐품,사용연한경과
2024-12-26,2025-01-02,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201943987,2019-12-21,610000,2020-01-03,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-03-20,,badbergjr,박대리,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201943989,2019-12-21,610000,2020-01-03,학생지원팀(ERICA),운용,폐품,사용연한경과
2021-04-12,,badbergjr,박대리,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201943990,2019-12-21,610000,2020-01-03,학생지원팀(ERICA),운용,신품,잉여물품
2020-10-08,2020-10-21,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201543992,2015-03-11,622000,2015-03-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-11-16,2025-11-26,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201543994,2015-03-11,622000,2015-03-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2016-04-25,2016-05-07,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201543995,2015-03-11,622000,2015-03-17,학생지원팀(ERICA),반납,정비필요품,고장/파손
2025-10-23,2025-11-04,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201543996,2015-03-11,622000,2015-03-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2019-10-21,2019-10-27,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201543998,2015-03-11,622000,2015-03-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-11-22,2025-12-01,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201544001,2015-03-11,622000,2015-03-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-11-09,2025-11-14,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244002,2022-10-06,5013000,2022-10-12,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-06-19,2024-06-26,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244005,2022-10-06,5013000,2022-10-12,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-11-08,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244012,2022-10-06,5013000,2022-10-12,글로벌문화통상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2024-03-18,2024-03-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244016,2022-10-06,5013000,2022-10-12,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,사업종료
2024-05-09,2024-05-19,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244017,2022-10-06,5013000,2022-10-12,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-12-09,2025-12-23,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244021,2022-10-06,5013000,2022-10-12,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-12-27,2022-12-31,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844029,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2023-10-24,2023-11-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844030,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-03-27,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844031,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2019-03-28,2019-04-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844034,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2023-08-30,2023-09-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844035,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-05-15,2025-05-18,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844036,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2024-05-24,2024-06-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844037,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2020-09-01,2020-09-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844038,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2019-04-17,2019-04-22,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844039,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2021-03-28,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844040,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2019-12-09,2019-12-19,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201844042,2018-02-21,6174000,2018-03-02,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2025-05-28,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244045,2022-04-05,4326000,2022-04-14,경상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2025-09-09,2025-09-19,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244052,2022-04-05,4326000,2022-04-14,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2023-08-13,2023-08-16,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244058,2022-04-05,4326000,2022-04-14,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-12-29,2026-01-02,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202244062,2022-04-05,4326000,2022-04-14,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2023-10-24,2023-11-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044063,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2022-10-09,2022-10-15,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044064,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,사업종료
2021-09-19,2021-09-25,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044066,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-02-03,2022-02-08,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044067,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2025-04-30,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044068,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),운용,신품,잉여물품
2024-12-15,2024-12-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044069,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,사업종료
2025-03-29,2025-04-03,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044070,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2025-11-13,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044071,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2024-06-23,2024-07-01,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044072,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-02-12,2022-02-15,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044073,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-11-10,2024-11-15,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044075,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-07-21,2025-07-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044076,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2026-01-04,2026-01-15,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044078,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2021-06-04,2021-06-11,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044081,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2025-08-19,2025-08-23,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044083,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-08-17,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044085,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2023-09-23,2023-09-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044089,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-09-27,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044090,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),운용,중고품,불용결정
2023-12-28,2024-01-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044091,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-11-25,2023-12-04,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202044092,2020-01-03,6613000,2020-01-09,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-03-16,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201744096,2017-05-10,1634000,2017-05-21,경상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2022-04-28,2022-05-02,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201744098,2017-05-10,1634000,2017-05-21,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2026-01-11,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202144099,2021-06-07,3387000,2021-06-11,시설팀(ERICA),운용,중고품,불용결정
2025-05-07,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202144101,2021-06-07,3387000,2021-06-11,시설팀(ERICA),운용,폐품,사용연한경과
2025-09-13,2025-09-17,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202144104,2021-06-07,3387000,2021-06-11,시설팀(ERICA),반납,폐품,사용연한경과
2023-11-16,2023-11-21,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202144106,2021-06-07,3387000,2021-06-11,시설팀(ERICA),반납,정비필요품,고장/파손
2023-07-27,2023-08-06,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202144107,2021-06-07,3387000,2021-06-11,시설팀(ERICA),반납,신품,잉여물품
2021-09-27,2021-10-02,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201644112,2016-09-27,1308000,2016-10-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2024-04-22,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644115,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),운용,중고품,불용결정
2021-03-16,2021-03-27,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644117,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-10-20,2022-10-27,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644119,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-08-29,2023-09-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644120,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2018-08-28,2018-09-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644121,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-10-23,2024-11-06,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644124,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-10-26,2020-11-09,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644125,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-04-07,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644126,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),운용,중고품,사업종료
2021-05-07,2021-05-11,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644127,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2023-06-24,2023-07-07,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644132,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2018-03-17,2018-03-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644134,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-04-22,2022-04-29,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644136,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-11-14,2023-11-20,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644141,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2019-11-15,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644143,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),운용,중고품,불용결정
2025-06-10,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644144,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),운용,폐품,사용연한경과
2018-03-21,2018-04-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644145,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-06-01,2022-06-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644146,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2024-07-09,2024-07-19,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644148,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2025-08-24,2025-09-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644149,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2018-02-19,2018-03-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644150,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2023-06-09,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644151,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),운용,폐품,사용연한경과
2023-07-13,2023-07-16,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644153,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2018-07-31,2018-08-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644154,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2021-09-03,2021-09-13,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644155,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2020-09-21,2020-09-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644156,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,신품,잉여물품
2020-08-31,2020-09-11,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644158,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2024-03-21,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201644159,2016-12-11,17946000,2016-12-19,공학대학RC행정팀(ERICA),운용,중고품,불용결정
2024-09-23,,badbergjr,박대리,반려,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201544166,2015-02-04,6561000,2015-02-17,공학대학RC행정팀(ERICA),운용,폐품,사용연한경과
2025-09-05,2025-09-19,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201544167,2015-02-04,6561000,2015-02-17,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2023-03-26,2023-04-03,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202044175,2020-06-12,8907000,2020-06-22,시설팀(ERICA),반납,폐품,사용연한경과
2024-12-04,2024-12-18,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202044177,2020-06-12,8907000,2020-06-22,시설팀(ERICA),반납,중고품,사업종료
2024-07-22,2024-08-04,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202044179,2020-06-12,8907000,2020-06-22,시설팀(ERICA),반납,정비필요품,고장/파손
2025-10-07,2025-10-17,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201744180,2017-09-10,2087000,2017-09-13,시설팀(ERICA),반납,폐품,사용연한경과
2020-02-20,2020-02-27,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201744181,2017-09-10,2087000,2017-09-13,시설팀(ERICA),반납,중고품,사업종료
