처분일자,처분확정일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,정리일자
2015-09-08,2015-10-29,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201538117,2015-05-22,8494000,폐기,폐품,직권 불용(파손/노후),2015-08-31,10,2015-05-25
2021-04-11,2021-06-01,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202038163,2020-08-07,364000,폐기,정비필요품,고장/파손,2021-04-10,5,2020-08-14
2023-01-31,2023-03-25,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202238166,2022-08-20,3859000,폐기,정비필요품,고장/파손,2023-01-23,10,2022-08-26
2023-02-08,2023-03-25,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202238176,2022-08-20,3859000,매각,중고품,사업종료,2023-02-03,10,2022-08-26
2017-08-12,2017-11-10,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201638186,2016-12-30,12427000,매각,중고품,사업종료,2017-08-10,10,2017-01-10
2017-06-01,2017-08-27,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201638205,2016-12-30,12427000,폐기,정비필요품,고장/파손,2017-05-23,10,2017-01-10
2017-05-21,2017-06-23,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201638206,2016-12-30,12427000,폐기,폐품,직권 불용(파손/노후),2017-05-18,10,2017-01-10
2017-06-27,2017-09-24,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201638208,2016-12-30,12427000,폐기,정비필요품,고장/파손,2017-06-15,10,2017-01-10
2020-08-21,2020-11-10,매각,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202038221,2020-03-05,3436000,매각,중고품,불용결정,2020-08-07,5,2020-03-18
2019-10-16,2019-12-24,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201938226,2019-01-15,3378000,폐기,폐품,사용연한경과,2019-10-12,5,2019-01-28
2020-09-11,2020-11-16,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202038234,2020-03-25,2668000,폐기,정비필요품,고장/파손,2020-09-08,10,2020-04-06
2019-01-19,2019-03-26,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201838292,2018-06-08,3782000,매각,폐품,사용연한경과,2019-01-05,6,2018-06-12
2025-08-12,,폐기,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201638297,2016-04-09,291000,폐기,폐품,직권 불용(파손/노후),2016-08-03,5,2016-04-20
2025-06-30,,매각,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202138370,2021-09-21,3330000,매각,중고품,불용결정,2022-04-12,10,2021-10-01
2022-11-14,2023-01-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202138372,2021-09-21,3330000,폐기,폐품,사용연한경과,2022-11-08,10,2021-10-01
2018-06-08,2018-08-01,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201738405,2017-11-17,11095000,폐기,폐품,사용연한경과,2018-05-26,5,2017-11-28
2025-10-23,,폐기,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201738407,2017-11-17,11095000,폐기,폐품,직권 불용(파손/노후),2018-02-18,5,2017-11-28
2018-12-03,2019-02-20,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201838449,2018-05-11,6608000,폐기,폐품,사용연한경과,2018-11-27,8,2018-05-23
2018-06-15,,폐기,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201738470,2017-05-06,3463000,폐기,폐품,사용연한경과,2018-06-13,10,2017-05-09
2018-02-20,2018-04-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201738471,2017-05-06,3463000,폐기,정비필요품,고장/파손,2018-02-18,10,2017-05-09
2017-12-21,2018-02-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201738473,2017-05-06,3463000,폐기,폐품,사용연한경과,2017-12-13,10,2017-05-09
2018-04-23,2018-07-19,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838496,2018-01-07,3295000,폐기,폐품,사용연한경과,2018-04-19,10,2018-01-17
2015-11-07,2016-01-09,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201538500,2015-08-08,6642000,폐기,폐품,직권 불용(파손/노후),2015-11-04,6,2015-08-12
2015-12-27,2016-02-08,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201538504,2015-08-08,6642000,폐기,폐품,사용연한경과,2015-12-13,6,2015-08-12
2018-04-25,2018-06-05,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201838532,2018-01-01,7298000,폐기,폐품,직권 불용(파손/노후),2018-04-21,6,2018-01-13
2018-05-31,2018-08-23,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201838535,2018-01-01,7298000,폐기,폐품,직권 불용(파손/노후),2018-05-27,6,2018-01-13
2019-09-29,2019-11-20,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201938575,2019-01-21,175000,폐기,폐품,사용연한경과,2019-09-25,4,2019-01-27
2023-05-23,2023-07-08,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202238600,2022-06-19,6047000,폐기,폐품,사용연한경과,2023-05-22,10,2022-07-03
2023-02-16,2023-05-14,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202238603,2022-06-19,6047000,폐기,정비필요품,고장/파손,2023-02-07,10,2022-07-03
2021-06-05,2021-08-15,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202038630,2020-10-05,7254000,폐기,폐품,사용연한경과,2021-05-23,6,2020-10-16
2020-07-25,2020-10-22,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201938662,2019-08-07,5147000,폐기,정비필요품,고장/파손,2020-07-22,10,2019-08-21
2020-09-21,2020-10-22,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201938674,2019-08-07,5147000,폐기,폐품,사용연한경과,2020-09-08,10,2019-08-21
2022-09-24,2022-11-18,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202138718,2021-08-19,4447000,폐기,폐품,사용연한경과,2022-09-17,10,2021-08-25
2022-09-30,2022-12-28,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202138722,2021-08-19,4447000,폐기,정비필요품,고장/파손,2022-09-26,10,2021-08-25
2018-05-06,2018-07-31,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201838740,2018-01-01,851000,폐기,정비필요품,고장/파손,2018-05-03,10,2018-01-15
2024-10-12,,폐기,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201838753,2018-12-10,277000,폐기,정비필요품,고장/파손,2019-08-21,5,2018-12-22
2019-06-03,2019-08-13,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201838754,2018-12-10,277000,폐기,폐품,사용연한경과,2019-05-25,5,2018-12-22
2018-02-23,2018-03-30,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201738771,2017-09-15,276000,폐기,폐품,사용연한경과,2018-02-18,5,2017-09-29
2019-08-13,2019-11-06,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201838777,2018-07-26,1497000,폐기,정비필요품,고장/파손,2019-08-02,5,2018-07-31
2020-12-06,2021-02-08,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201938780,2019-12-08,130000,매각,폐품,사용연한경과,2020-11-25,4,2019-12-12
2022-09-13,2022-12-12,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202238783,2022-01-15,5108000,폐기,폐품,사용연한경과,2022-09-05,10,2022-01-20
2016-01-06,2016-03-25,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201538789,2015-02-06,1391000,폐기,폐품,사용연한경과,2015-12-25,6,2015-02-14
2023-04-17,2023-05-30,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202238801,2022-05-22,8826000,폐기,정비필요품,고장/파손,2023-04-14,6,2022-06-05
2015-12-08,2016-03-01,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201538809,2015-07-14,2381000,폐기,폐품,사용연한경과,2015-11-29,8,2015-07-24
2021-01-17,2021-04-14,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202038813,2020-06-18,438000,폐기,폐품,사용연한경과,2021-01-06,5,2020-06-27
2016-06-15,2016-07-28,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201538820,2015-09-29,195000,폐기,폐품,사용연한경과,2016-06-06,10,2015-10-03
2022-06-07,2022-08-21,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202238821,2022-02-14,697000,폐기,정비필요품,고장/파손,2022-05-25,6,2022-02-28
2025-12-02,,폐기,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201638822,2016-12-16,788000,폐기,폐품,사용연한경과,2017-06-24,5,2016-12-26
2018-09-28,2018-10-28,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838849,2018-03-16,8590000,폐기,폐품,사용연한경과,2018-09-26,10,2018-03-24
2018-10-21,2018-12-31,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838854,2018-03-16,8590000,매각,정비필요품,고장/파손,2018-10-17,10,2018-03-24
2018-12-17,2019-02-23,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838856,2018-03-16,8590000,폐기,폐품,사용연한경과,2018-12-15,10,2018-03-24
2019-03-06,2019-04-29,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838863,2018-03-16,8590000,폐기,폐품,사용연한경과,2019-02-27,10,2018-03-24
2018-12-16,2019-01-20,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838866,2018-03-16,8590000,폐기,폐품,사용연한경과,2018-12-06,10,2018-03-24
2019-03-03,2019-05-27,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838870,2018-03-16,8590000,폐기,중고품,불용결정,2019-02-18,10,2018-03-24
2018-12-02,2019-01-26,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838871,2018-03-16,8590000,폐기,폐품,사용연한경과,2018-11-27,10,2018-03-24
2018-08-29,2018-11-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201838892,2018-03-16,8590000,폐기,정비필요품,고장/파손,2018-08-26,10,2018-03-24
2015-11-13,2016-01-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201538900,2015-05-13,5769000,폐기,정비필요품,고장/파손,2015-11-12,10,2015-05-24
2015-09-21,2015-12-12,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201538908,2015-05-13,5769000,폐기,폐품,직권 불용(파손/노후),2015-09-10,10,2015-05-24
2016-04-12,2016-07-01,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201538910,2015-05-13,5769000,폐기,폐품,사용연한경과,2016-04-09,10,2015-05-24
2015-09-24,2015-11-02,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201538917,2015-05-13,5769000,폐기,정비필요품,고장/파손,2015-09-12,10,2015-05-24
2019-01-03,2019-02-22,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201838924,2018-02-04,4632000,폐기,정비필요품,고장/파손,2018-12-21,8,2018-02-12
2016-05-07,2016-06-07,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201538932,2015-03-25,9070000,폐기,폐품,사용연한경과,2016-05-04,10,2015-04-08
2018-04-03,2018-06-29,매각,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201738966,2017-01-15,1119000,매각,중고품,불용결정,2018-03-27,10,2017-01-24
2017-08-30,,폐기,hyl0610,황팀장,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201638980,2016-09-13,7899000,폐기,정비필요품,고장/파손,2017-08-20,6,2016-09-18
2015-11-28,2016-01-17,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201538989,2015-02-01,4107000,폐기,폐품,사용연한경과,2015-11-26,6,2015-02-13
2025-01-11,,폐기,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201538991,2015-02-01,4107000,폐기,폐품,사용연한경과,2015-09-06,6,2015-02-13
2019-01-02,2019-02-19,매각,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201838995,2018-02-14,1473000,매각,중고품,불용결정,2018-12-20,5,2018-02-23
2016-08-05,2016-09-24,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201639044,2016-03-25,931000,폐기,폐품,직권 불용(파손/노후),2016-08-03,5,2016-03-28
2025-07-27,,폐기,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201839096,2018-02-08,2095000,폐기,폐품,사용연한경과,2018-11-05,5,2018-02-18
2019-11-09,2019-12-23,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201939115,2019-02-07,7091000,폐기,폐품,사용연한경과,2019-10-28,10,2019-02-14
2019-12-14,2020-01-24,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201939125,2019-02-07,7091000,매각,중고품,불용결정,2019-12-13,10,2019-02-14
2025-05-26,,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201739171,2017-04-20,3950000,폐기,폐품,사용연한경과,2017-08-31,10,2017-04-30
2018-08-22,2018-11-04,매각,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201739178,2017-08-21,9125000,매각,중고품,불용결정,2018-08-19,6,2017-08-24
2025-10-01,,폐기,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201639189,2016-03-08,6707000,폐기,폐품,사용연한경과,2017-04-30,6,2016-03-16
2016-11-22,2016-12-28,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201639190,2016-03-08,6707000,폐기,폐품,사용연한경과,2016-11-20,6,2016-03-16
2018-10-19,2019-01-07,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201739203,2017-08-26,4753000,폐기,폐품,사용연한경과,2018-10-14,6,2017-09-05
2024-11-13,,폐기,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201939211,2019-01-17,6052000,폐기,폐품,사용연한경과,2019-12-28,6,2019-01-30
2019-06-04,2019-07-15,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201939213,2019-01-17,6052000,폐기,정비필요품,고장/파손,2019-05-22,6,2019-01-30
2021-09-05,2021-11-08,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202039246,2020-08-01,17884000,폐기,정비필요품,고장/파손,2021-08-24,10,2020-08-10
2021-03-27,2021-05-21,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202039250,2020-08-01,17884000,폐기,폐품,사용연한경과,2021-03-24,10,2020-08-10
2021-08-09,2021-09-17,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202039258,2020-08-01,17884000,폐기,폐품,사용연한경과,2021-07-30,10,2020-08-10
2025-12-30,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939270,2019-07-05,11363000,폐기,정비필요품,고장/파손,2020-06-14,10,2019-07-10
2025-07-19,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939283,2019-07-05,11363000,폐기,정비필요품,고장/파손,2019-12-23,10,2019-07-10
2020-02-08,2020-03-27,도난,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939289,2019-07-05,11363000,도난,정비필요품,고장/파손,2020-01-31,10,2019-07-10
2020-06-20,2020-09-15,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939301,2019-07-05,11363000,폐기,폐품,사용연한경과,2020-06-17,10,2019-07-10
2020-07-13,2020-09-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939329,2019-12-03,6668000,폐기,폐품,사용연한경과,2020-07-01,10,2019-12-10
2022-12-01,2023-02-13,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202239352,2022-01-22,2038000,폐기,정비필요품,고장/파손,2022-11-18,5,2022-02-04
2017-01-26,2017-04-16,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201639363,2016-01-16,5670000,폐기,폐품,사용연한경과,2017-01-24,8,2016-01-24
2017-11-19,2018-02-17,폐기,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201739471,2017-02-19,22751000,폐기,폐품,사용연한경과,2017-11-08,7,2017-03-02
2019-10-03,2019-11-18,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201939492,2019-06-07,325000,폐기,폐품,사용연한경과,2019-09-29,4,2019-06-20
2019-09-20,2019-11-01,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201939500,2019-03-01,2957000,매각,중고품,불용결정,2019-09-08,6,2019-03-06
2020-05-07,2020-07-01,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201939513,2019-07-24,3562000,매각,중고품,불용결정,2020-04-26,6,2019-07-28
2020-04-04,2020-05-21,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201939518,2019-07-24,3562000,폐기,폐품,사용연한경과,2020-03-22,6,2019-07-28
2017-12-06,2018-02-22,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201739523,2017-06-04,13153000,폐기,폐품,사용연한경과,2017-12-01,6,2017-06-13
2018-03-30,2018-05-16,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201739530,2017-06-04,13153000,폐기,정비필요품,고장/파손,2018-03-16,6,2017-06-13
2019-03-13,2019-05-15,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201839552,2018-02-16,1710000,폐기,정비필요품,고장/파손,2019-03-11,5,2018-02-27
2017-12-07,2018-02-28,매각,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201639560,2016-11-18,15930000,매각,중고품,불용결정,2017-11-25,7,2016-11-29
2016-05-06,2016-06-21,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201639575,2016-01-22,6084000,폐기,폐품,직권 불용(파손/노후),2016-05-03,6,2016-01-25
2017-03-02,2017-05-30,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201639577,2016-01-22,6084000,폐기,정비필요품,고장/파손,2017-02-27,6,2016-01-25
2019-10-06,2019-12-19,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939584,2019-02-18,7048000,폐기,폐품,사용연한경과,2019-10-01,10,2019-03-02
2019-07-15,2019-10-05,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939592,2019-02-18,7048000,폐기,정비필요품,고장/파손,2019-07-07,10,2019-03-02
2020-05-12,2020-08-08,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939597,2019-02-18,7048000,폐기,폐품,사용연한경과,2020-04-28,10,2019-03-02
2020-02-14,2020-04-01,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939599,2019-02-18,7048000,매각,중고품,불용결정,2020-02-03,10,2019-03-02
2025-07-15,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201939604,2019-02-18,7048000,폐기,폐품,사용연한경과,2020-02-11,10,2019-03-02
2021-10-24,2021-12-22,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202139642,2021-03-07,3074000,폐기,폐품,사용연한경과,2021-10-23,10,2021-03-11
2019-11-26,,매각,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201939723,2019-05-25,9499000,매각,중고품,사업종료,2019-11-16,10,2019-06-08
2025-03-18,,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201939735,2019-05-25,9499000,폐기,폐품,사용연한경과,2019-10-16,10,2019-06-08
2020-05-16,2020-07-07,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201939742,2019-05-25,9499000,폐기,폐품,사용연한경과,2020-05-10,10,2019-06-08
2019-11-21,2020-01-05,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201939745,2019-05-25,9499000,폐기,폐품,사용연한경과,2019-11-19,10,2019-06-08
2019-07-16,2019-08-28,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201939773,2019-01-22,3129000,폐기,정비필요품,고장/파손,2019-07-12,6,2019-01-28
2022-07-01,2022-08-14,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202139834,2021-12-19,11597000,폐기,폐품,사용연한경과,2022-06-23,6,2021-12-29
2021-04-28,2021-06-17,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202039842,2020-03-08,1911000,폐기,정비필요품,고장/파손,2021-04-27,8,2020-03-12
2017-04-10,2017-06-28,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201739856,2017-01-05,639000,폐기,폐품,직권 불용(파손/노후),2017-04-02,10,2017-01-11
2017-04-19,2017-06-20,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201739858,2017-01-05,639000,폐기,폐품,직권 불용(파손/노후),2017-04-17,10,2017-01-11
2021-05-22,2021-06-22,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202139863,2021-01-07,7729000,매각,중고품,사업종료,2021-05-15,10,2021-01-19
