처분일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,처분확정일자,정리일자
2023-03-20,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201831900,2018-04-16,12797000,폐기,폐품,내구연한 경과,2023-03-05,6,2023-03-25,2018-04-21
2023-11-28,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201831905,2018-04-16,12797000,매각,중고품,구형화,2023-10-27,6,2023-12-04,2018-04-21
2020-05-26,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201831906,2018-04-16,12797000,폐기,정비필요품,수리비용과다,2020-04-12,6,2020-05-31,2018-04-21
2024-07-25,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202231909,2022-01-01,10013000,폐기,폐품,내구연한 경과,2024-07-07,6,2024-07-28,2022-01-05
2023-07-20,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202231911,2022-01-01,10013000,폐기,정비필요품,수리비용과다,2023-06-23,6,2023-07-27,2022-01-05
2022-03-13,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201831917,2018-10-22,2237000,폐기,정비필요품,수리비용과다,2022-02-26,10,2022-03-18,2018-12-04
2023-03-25,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201831919,2018-10-22,2237000,폐기,폐품,내구연한 경과,2023-03-08,10,2023-03-28,2018-12-04
2021-10-26,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201831923,2018-10-22,2237000,폐기,폐품,내구연한 경과,2021-09-28,10,2021-11-01,2018-12-04
2021-07-22,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201831926,2018-10-22,2237000,매각,정비필요품,수리비용과다,2021-06-04,10,2021-07-25,2018-12-04
2023-09-13,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201831929,2018-10-22,2237000,폐기,폐품,내구연한 경과,2023-08-13,10,2023-09-20,2018-12-04
2022-11-07,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201931930,2019-05-06,311000,폐기,정비필요품,수리비용과다,2022-10-04,4,2022-11-13,2019-06-23
2023-03-20,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201931931,2019-05-06,311000,매각,중고품,활용부서부재,2023-02-11,4,2023-03-24,2019-06-23
2021-12-15,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201931934,2019-05-06,311000,폐기,폐품,내구연한 경과,2021-10-17,4,2021-12-18,2019-06-23
2025-08-14,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201931935,2019-05-06,311000,매각,중고품,구형화,2025-07-31,4,2025-08-20,2019-06-23
2020-10-22,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201931936,2019-05-06,311000,폐기,폐품,내구연한 경과,2020-09-13,4,2020-10-27,2019-06-23
2025-04-25,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201531939,2015-02-17,13878000,매각,중고품,구형화,2025-04-02,6,2025-04-28,2015-04-09
2018-07-19,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201531941,2015-02-17,13878000,폐기,정비필요품,수리비용과다,2018-06-28,6,2018-07-26,2015-04-09
2017-02-19,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201531943,2015-02-17,13878000,매각,중고품,구형화,2017-01-19,6,2017-02-25,2015-04-09
2019-09-25,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201531944,2015-02-17,13878000,폐기,폐품,내구연한 경과,2019-09-09,6,2019-09-28,2015-04-09
2019-12-10,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201531946,2015-02-17,13878000,매각,중고품,구형화,2019-11-07,6,2019-12-17,2015-04-09
2022-12-06,매각,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201531952,2015-03-21,10909000,매각,중고품,활용부서부재,2022-10-18,5,2022-12-09,2015-03-26
2022-03-03,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201531953,2015-03-21,10909000,폐기,정비필요품,수리비용과다,2022-01-21,5,2022-03-10,2015-03-26
2018-02-22,매각,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201531955,2015-03-21,10909000,매각,중고품,구형화,2018-01-09,5,2018-02-28,2015-03-26
2023-05-23,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201731960,2017-11-22,2647000,폐기,폐품,내구연한 경과,2023-04-25,10,,2017-11-29
2025-05-04,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201731962,2017-11-22,2647000,폐기,폐품,내구연한 경과,2025-03-18,10,2025-05-09,2017-11-29
2025-01-18,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201731963,2017-11-22,2647000,폐기,폐품,내구연한 경과,2024-12-29,10,2025-01-21,2017-11-29
2021-08-14,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031964,2020-01-15,12602000,매각,중고품,활용부서부재,2021-07-14,10,2021-08-19,2020-01-20
2023-07-31,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031966,2020-01-15,12602000,폐기,폐품,내구연한 경과,2023-06-19,10,2023-08-05,2020-01-20
2022-02-16,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031967,2020-01-15,12602000,매각,중고품,구형화,2022-01-03,10,2022-02-23,2020-01-20
2024-04-17,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031968,2020-01-15,12602000,폐기,정비필요품,수리비용과다,2024-03-14,10,2024-04-23,2020-01-20
2021-08-29,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031973,2020-01-15,12602000,폐기,폐품,내구연한 경과,2021-07-16,10,2021-09-02,2020-01-20
2022-03-31,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031974,2020-01-15,12602000,매각,중고품,구형화,2022-02-22,10,2022-04-07,2020-01-20
2022-02-26,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031976,2020-01-15,12602000,매각,중고품,활용부서부재,2022-01-16,10,2022-03-02,2020-01-20
2024-06-08,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031977,2020-01-15,12602000,폐기,폐품,내구연한 경과,2024-05-15,10,2024-06-12,2020-01-20
2021-08-21,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031979,2020-01-15,12602000,폐기,폐품,내구연한 경과,2021-07-17,10,,2020-01-20
2022-07-18,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031982,2020-01-15,12602000,폐기,폐품,내구연한 경과,2022-06-21,10,2022-07-24,2020-01-20
2024-04-20,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031984,2020-01-15,12602000,매각,중고품,구형화,2024-03-17,10,2024-04-25,2020-01-20
2025-03-03,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031991,2020-01-15,12602000,폐기,중고품,활용부서부재,2025-02-12,10,2025-03-08,2020-01-20
2025-12-05,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031992,2020-01-15,12602000,매각,중고품,구형화,2025-11-09,10,2025-12-12,2020-01-20
2022-06-21,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031994,2020-01-15,12602000,폐기,정비필요품,수리비용과다,2022-05-29,10,2022-06-27,2020-01-20
2024-02-29,매각,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031995,2020-01-15,12602000,매각,중고품,구형화,2024-01-07,10,,2020-01-20
2025-03-28,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031996,2020-01-15,12602000,폐기,정비필요품,수리비용과다,2025-02-14,10,2025-04-03,2020-01-20
2024-05-29,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031998,2020-01-15,12602000,매각,중고품,구형화,2024-05-03,10,2024-06-03,2020-01-20
2023-01-04,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202031999,2020-01-15,12602000,폐기,폐품,내구연한 경과,2022-12-05,10,2023-01-10,2020-01-20
2023-03-15,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202032003,2020-01-15,12602000,매각,중고품,구형화,2023-02-13,10,2023-03-22,2020-01-20
2024-04-15,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201932007,2019-07-06,829000,폐기,정비필요품,수리비용과다,2024-03-29,5,2024-04-18,2019-07-08
2025-02-19,매각,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201932012,2019-07-06,829000,매각,중고품,구형화,2025-01-19,5,2025-02-25,2019-07-08
2023-06-16,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201832016,2018-12-25,310000,폐기,정비필요품,수리비용과다,2023-05-04,4,2023-06-21,2018-12-26
2025-11-13,폐기,hyl0610,황팀장,반려,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201832019,2018-12-25,310000,폐기,폐품,내구연한 경과,2025-09-21,4,,2018-12-26
2021-07-04,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201832020,2018-12-25,310000,폐기,중고품,구형화,2021-06-20,4,2021-07-10,2018-12-26
2024-06-06,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201932029,2019-12-22,325000,매각,중고품,활용부서부재,2024-05-19,4,2024-06-11,2019-12-26
2025-03-28,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201932032,2019-12-22,325000,매각,중고품,구형화,2025-02-13,4,2025-04-04,2019-12-26
2024-09-02,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201732034,2017-07-07,569000,폐기,폐품,내구연한 경과,2024-07-27,5,2024-09-09,2017-08-25
2024-09-13,매각,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201832046,2018-06-10,6262000,매각,정비필요품,수리비용과다,2024-08-08,8,,2018-07-20
2022-03-19,매각,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201832052,2018-06-10,6262000,매각,중고품,구형화,2022-01-30,8,2022-03-25,2018-07-20
2020-05-30,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201832053,2018-06-10,6262000,폐기,폐품,내구연한 경과,2020-04-23,8,2020-06-05,2018-07-20
2017-03-02,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201532055,2015-08-15,3355000,폐기,정비필요품,수리비용과다,2017-01-07,5,2017-03-06,2015-08-20
2023-03-06,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201532056,2015-08-15,3355000,폐기,폐품,내구연한 경과,2023-02-01,5,2023-03-11,2015-08-20
2020-07-20,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832067,2018-06-03,6120000,폐기,폐품,내구연한 경과,2020-06-19,10,2020-07-27,2018-06-08
2021-08-21,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832070,2018-06-03,6120000,매각,중고품,구형화,2021-06-23,10,2021-08-24,2018-06-08
2020-06-23,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832073,2018-06-03,6120000,매각,중고품,활용부서부재,2020-04-24,10,2020-06-26,2018-06-08
2021-06-30,매각,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201532082,2015-01-07,4598000,매각,중고품,구형화,2021-06-03,8,2021-07-05,2015-03-07
2022-10-20,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201932085,2019-07-22,408000,폐기,폐품,내구연한 경과,2022-10-02,5,2022-10-24,2019-08-24
2023-07-13,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201932088,2019-07-22,408000,폐기,정비필요품,수리비용과다,2023-05-29,5,2023-07-18,2019-08-24
2022-06-12,폐기,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832090,2018-10-03,6434000,폐기,정비필요품,수리비용과다,2022-04-14,10,,2018-10-10
2022-10-24,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832091,2018-10-03,6434000,폐기,폐품,내구연한 경과,2022-09-09,10,2022-10-30,2018-10-10
2020-10-09,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832093,2018-10-03,6434000,매각,중고품,구형화,2020-08-21,10,2020-10-14,2018-10-10
2024-03-21,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201832094,2018-10-03,6434000,폐기,폐품,내구연한 경과,2024-01-29,10,2024-03-27,2018-10-10
2021-03-30,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201732129,2017-02-08,1445000,매각,중고품,구형화,2021-01-31,10,2021-04-02,2017-02-11
2026-01-13,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201832137,2018-07-27,4097000,폐기,폐품,내구연한 경과,2025-12-24,6,2026-01-18,2018-09-01
2021-09-08,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201832139,2018-07-27,4097000,매각,중고품,구형화,2021-08-21,6,2021-09-15,2018-09-01
2023-07-06,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201832140,2018-07-27,4097000,매각,중고품,구형화,2023-06-12,6,2023-07-11,2018-09-01
2025-07-27,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201832141,2018-07-27,4097000,매각,중고품,활용부서부재,2025-06-03,6,2025-07-31,2018-09-01
2019-07-28,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201632148,2016-11-17,843000,폐기,폐품,내구연한 경과,2019-06-28,10,2019-07-31,2016-11-21
2023-02-08,폐기,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201832151,2018-06-17,6474000,폐기,폐품,내구연한 경과,2023-01-21,7,2023-02-12,2018-07-25
2024-07-20,매각,hyl0610,황팀장,반려,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201832152,2018-06-17,6474000,매각,중고품,활용부서부재,2024-05-29,7,,2018-07-25
2023-01-31,도난,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202132165,2021-08-03,4030000,도난,정비필요품,수리비용과다,2022-12-11,10,2023-02-03,2021-08-06
2025-09-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202132166,2021-08-03,4030000,폐기,폐품,내구연한 경과,2025-08-01,10,2025-09-15,2021-08-06
2019-11-26,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201832175,2018-06-10,188000,매각,중고품,구형화,2019-11-09,4,2019-11-29,2018-08-08
2021-12-02,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201832179,2018-06-10,188000,폐기,폐품,내구연한 경과,2021-11-13,4,2021-12-05,2018-08-08
2022-10-24,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202032181,2020-06-03,2784000,매각,중고품,활용부서부재,2022-09-07,6,2022-10-28,2020-07-17
2024-07-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202232197,2022-10-19,5192000,폐기,정비필요품,수리비용과다,2024-06-24,10,2024-07-24,2022-12-18
2024-12-27,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202232198,2022-10-19,5192000,폐기,폐품,내구연한 경과,2024-11-27,10,2024-12-31,2022-12-18
2019-06-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732215,2017-09-10,5229000,폐기,폐품,내구연한 경과,2019-05-31,10,2019-06-26,2017-09-17
2024-08-23,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732216,2017-09-10,5229000,폐기,폐품,내구연한 경과,2024-07-02,10,2024-08-28,2017-09-17
2023-11-11,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732218,2017-09-10,5229000,폐기,정비필요품,수리비용과다,2023-10-25,10,2023-11-17,2017-09-17
2025-08-06,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732222,2017-09-10,5229000,폐기,정비필요품,수리비용과다,2025-07-12,10,2025-08-10,2017-09-17
2023-11-18,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732225,2017-09-10,5229000,매각,중고품,구형화,2023-10-06,10,2023-11-25,2017-09-17
2021-03-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732227,2017-09-10,5229000,폐기,폐품,내구연한 경과,2021-01-25,10,2021-03-24,2017-09-17
2020-01-14,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732229,2017-09-10,5229000,폐기,폐품,내구연한 경과,2019-11-15,10,2020-01-19,2017-09-17
2023-10-31,멸실,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201732230,2017-09-10,5229000,멸실,정비필요품,수리비용과다,2023-09-05,10,2023-11-03,2017-09-17
2024-12-14,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201732235,2017-02-24,179000,폐기,폐품,내구연한 경과,2024-11-11,5,2024-12-17,2017-02-25
2025-10-01,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202232238,2022-08-16,2132000,폐기,폐품,내구연한 경과,2025-08-06,10,2025-10-06,2022-10-11
2025-07-15,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202232242,2022-08-16,2132000,폐기,정비필요품,수리비용과다,2025-06-12,10,2025-07-22,2022-10-11
2024-09-26,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202232248,2022-08-16,2132000,폐기,폐품,내구연한 경과,2024-08-03,10,2024-10-02,2022-10-11
2019-06-04,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201732262,2017-07-11,5113000,폐기,정비필요품,수리비용과다,2019-05-19,6,2019-06-07,2017-07-16
2026-01-08,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201732263,2017-07-11,5113000,매각,중고품,활용부서부재,2025-11-23,6,2026-01-15,2017-07-16
2023-03-21,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201732264,2017-07-11,5113000,매각,중고품,활용부서부재,2023-02-08,6,2023-03-24,2017-07-16
2023-06-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201632283,2016-10-13,4987000,폐기,정비필요품,수리비용과다,2023-05-02,10,2023-06-18,2016-12-11
2024-02-20,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201632288,2016-10-13,4987000,폐기,폐품,내구연한 경과,2024-01-27,10,2024-02-27,2016-12-11
2023-10-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201632293,2016-10-13,4987000,폐기,폐품,내구연한 경과,2023-09-29,10,2023-10-20,2016-12-11
2020-07-07,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201632294,2016-10-13,4987000,폐기,정비필요품,수리비용과다,2020-06-22,10,2020-07-11,2016-12-11
2025-08-03,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201632298,2016-10-13,4987000,매각,중고품,구형화,2025-07-03,10,2025-08-10,2016-12-11
2022-07-11,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201632303,2016-10-13,4987000,폐기,정비필요품,수리비용과다,2022-06-22,10,2022-07-15,2016-12-11
2023-07-03,매각,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202032310,2020-02-03,1903000,매각,중고품,구형화,2023-06-10,8,2023-07-10,2020-03-09
2023-08-03,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201632315,2016-06-19,7909000,매각,중고품,구형화,2023-07-04,10,2023-08-09,2016-08-18
2021-09-20,폐기,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201632317,2016-06-19,7909000,폐기,정비필요품,수리비용과다,2021-07-27,10,,2016-08-18
2025-10-09,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202032330,2020-09-13,835000,폐기,중고품,활용부서부재,2025-09-01,5,2025-10-16,2020-09-16
2025-01-29,매각,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202032335,2020-09-13,835000,매각,중고품,활용부서부재,2024-12-30,5,2025-02-05,2020-09-16
2023-04-03,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202032336,2020-09-13,835000,폐기,정비필요품,수리비용과다,2023-02-09,5,2023-04-09,2020-09-16
2022-09-12,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202032337,2020-09-13,835000,폐기,정비필요품,수리비용과다,2022-08-05,5,2022-09-19,2020-09-16
2021-09-29,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201832340,2018-07-18,7634000,폐기,폐품,내구연한 경과,2021-09-14,5,2021-10-04,2018-07-24
