불용일자,등록일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2020-12-17,2020-12-17,2020-12-24,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735484,2017-06-08,5060000,2017-06-12,,반납,10,정비필요품,수리비용과다
2023-07-18,2023-07-18,2023-07-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735485,2017-06-08,5060000,2017-06-12,,반납,10,폐품,내구연한 경과
2018-10-31,2018-10-31,2018-11-07,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735488,2017-06-08,5060000,2017-06-12,,반납,10,정비필요품,수리비용과다
2022-02-09,2022-02-09,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735489,2017-06-08,5060000,2017-06-12,,반납,10,중고품,구형화
2023-03-03,2023-03-03,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735490,2017-06-08,5060000,2017-06-12,,반납,10,정비필요품,수리비용과다
2024-06-07,2024-06-07,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735491,2017-06-08,5060000,2017-06-12,,반납,10,폐품,내구연한 경과
2023-02-02,2023-02-02,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735493,2017-06-08,5060000,2017-06-12,,반납,10,정비필요품,수리비용과다
2025-09-08,2025-09-08,2025-09-15,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735502,2017-06-08,5060000,2017-06-12,,반납,10,중고품,구형화
2021-07-09,2021-07-09,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201735503,2017-06-08,5060000,2017-06-12,,반납,10,폐품,내구연한 경과
2024-06-02,2024-06-02,2024-06-09,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202135528,2021-03-12,2251000,2021-05-10,,반납,10,폐품,내구연한 경과
2018-03-16,2018-03-16,2018-03-23,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201635532,2016-01-07,7494000,2016-03-05,,반납,6,폐품,내구연한 경과
2024-08-19,2024-08-19,2024-08-26,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201635533,2016-01-07,7494000,2016-03-05,,반납,6,정비필요품,수리비용과다
2026-06-19,2026-06-19,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201635534,2016-01-07,7494000,2016-03-05,,반납,6,폐품,내구연한 경과
2023-07-04,2023-07-04,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201535536,2015-08-12,4311000,2015-09-13,,반납,6,폐품,내구연한 경과
2021-07-02,2021-07-02,2021-07-09,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201535538,2015-08-12,4311000,2015-09-13,,반납,6,중고품,구형화
2024-04-27,2024-04-27,2024-05-04,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201535539,2015-08-12,4311000,2015-09-13,,반납,6,정비필요품,수리비용과다
2022-04-25,2022-04-25,2022-05-02,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201535540,2015-08-12,4311000,2015-09-13,,반납,6,정비필요품,수리비용과다
2022-11-09,2022-11-09,2022-11-16,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201935541,2019-10-21,11766000,2019-10-23,,반납,6,폐품,내구연한 경과
2024-03-01,2024-03-01,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201935542,2019-10-21,11766000,2019-10-23,,반납,6,폐품,내구연한 경과
2023-04-10,2023-04-10,,hyl0610,황팀장,반려,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201935545,2019-10-21,11766000,2019-10-23,,반납,6,폐품,내구연한 경과
2023-12-06,2023-12-06,2023-12-13,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201935546,2019-10-21,11766000,2019-10-23,,반납,6,폐품,내구연한 경과
2026-06-03,2026-06-03,2026-06-10,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835548,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2021-08-09,2021-08-09,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835554,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2023-09-22,2023-09-22,2023-09-29,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835556,2018-06-03,7927000,2018-07-28,,반납,10,중고품,구형화
2024-07-21,2024-07-21,2024-07-28,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835558,2018-06-03,7927000,2018-07-28,,반납,10,정비필요품,수리비용과다
2021-09-05,2021-09-05,2021-09-12,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835559,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2024-08-07,2024-08-07,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835560,2018-06-03,7927000,2018-07-28,,반납,10,정비필요품,수리비용과다
2026-05-27,2026-05-27,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835562,2018-06-03,7927000,2018-07-28,,반납,10,정비필요품,수리비용과다
2023-08-28,2023-08-28,2023-09-04,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835564,2018-06-03,7927000,2018-07-28,,반납,10,중고품,활용부서부재
2021-10-06,2021-10-06,2021-10-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835567,2018-06-03,7927000,2018-07-28,,반납,10,중고품,구형화
2022-11-15,2022-11-15,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835571,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2024-12-10,2024-12-10,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835573,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2023-08-26,2023-08-26,2023-09-02,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835580,2018-06-03,7927000,2018-07-28,,반납,10,중고품,구형화
2021-01-18,2021-01-18,2021-01-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835581,2018-06-03,7927000,2018-07-28,,반납,10,정비필요품,수리비용과다
2020-06-19,2020-06-19,2020-06-26,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835583,2018-06-03,7927000,2018-07-28,,반납,10,정비필요품,수리비용과다
2025-06-28,2025-06-28,2025-07-05,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835588,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2022-11-18,2022-11-18,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835589,2018-06-03,7927000,2018-07-28,,반납,10,중고품,구형화
2025-02-28,2025-02-28,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835591,2018-06-03,7927000,2018-07-28,,반납,10,폐품,내구연한 경과
2022-05-13,2022-05-13,2022-05-20,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835592,2018-06-03,7927000,2018-07-28,,반납,10,중고품,구형화
2019-09-16,2019-09-16,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201835593,2018-06-03,7927000,2018-07-28,,반납,10,중고품,활용부서부재
2020-10-03,2020-10-03,2020-10-10,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201835596,2018-09-20,248000,2018-09-21,,반납,5,정비필요품,수리비용과다
2022-01-14,2022-01-14,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201835597,2018-09-20,248000,2018-09-21,,반납,5,중고품,활용부서부재
2017-07-12,2017-07-12,2017-07-19,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201535609,2015-01-17,2635000,2015-01-24,,반납,6,폐품,내구연한 경과
2023-09-15,2023-09-15,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201535611,2015-01-17,2635000,2015-01-24,,반납,6,정비필요품,수리비용과다
2023-05-31,2023-05-31,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201735614,2017-12-16,4935000,2018-02-10,,반납,6,정비필요품,수리비용과다
2025-03-11,2025-03-11,2025-03-18,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201735615,2017-12-16,4935000,2018-02-10,,반납,6,중고품,활용부서부재
2019-06-23,2019-06-23,2019-06-30,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201535617,2015-05-02,2978000,2015-05-05,,반납,7,중고품,구형화
2020-10-26,2020-10-26,2020-11-02,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201835618,2018-05-08,9659000,2018-05-13,,반납,5,중고품,구형화
2020-01-20,2020-01-20,2020-01-27,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201835621,2018-05-08,9659000,2018-05-13,,반납,5,중고품,활용부서부재
2026-02-26,2026-02-26,2026-03-05,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201835622,2018-05-08,9659000,2018-05-13,,반납,5,폐품,내구연한 경과
2020-03-13,2020-03-13,2020-03-20,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201835623,2018-05-08,9659000,2018-05-13,,반납,5,중고품,구형화
2022-02-11,2022-02-11,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201835624,2018-05-08,9659000,2018-05-13,,반납,5,정비필요품,수리비용과다
2023-11-27,2023-11-27,2023-12-04,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535626,2015-08-02,5459000,2015-08-05,,반납,10,정비필요품,수리비용과다
2017-10-28,2017-10-28,2017-11-04,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535628,2015-08-02,5459000,2015-08-05,,반납,10,폐품,내구연한 경과
2022-03-12,2022-03-12,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535630,2015-08-02,5459000,2015-08-05,,반납,10,폐품,내구연한 경과
2020-04-04,2020-04-04,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535632,2015-08-02,5459000,2015-08-05,,반납,10,중고품,활용부서부재
2026-03-24,2026-03-24,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535633,2015-08-02,5459000,2015-08-05,,반납,10,폐품,내구연한 경과
2020-11-23,2020-11-23,2020-11-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535634,2015-08-02,5459000,2015-08-05,,반납,10,폐품,내구연한 경과
2021-09-19,2021-09-19,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535635,2015-08-02,5459000,2015-08-05,,반납,10,중고품,활용부서부재
2016-10-08,2016-10-08,2016-10-15,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535637,2015-08-02,5459000,2015-08-05,,반납,10,중고품,구형화
2021-04-25,2021-04-25,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535639,2015-08-02,5459000,2015-08-05,,반납,10,폐품,내구연한 경과
2024-11-03,2024-11-03,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235642,2022-10-06,8285000,2022-11-18,,반납,10,정비필요품,수리비용과다
2026-01-20,2026-01-20,2026-01-27,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235643,2022-10-06,8285000,2022-11-18,,반납,10,폐품,내구연한 경과
2024-09-22,2024-09-22,2024-09-29,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235644,2022-10-06,8285000,2022-11-18,,반납,10,폐품,내구연한 경과
2024-06-27,2024-06-27,2024-07-04,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235647,2022-10-06,8285000,2022-11-18,,반납,10,정비필요품,수리비용과다
2025-08-14,2025-08-14,2025-08-21,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235648,2022-10-06,8285000,2022-11-18,,반납,10,중고품,구형화
2025-08-26,2025-08-26,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235652,2022-10-06,8285000,2022-11-18,,반납,10,중고품,구형화
2024-09-15,2024-09-15,2024-09-22,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235655,2022-10-06,8285000,2022-11-18,,반납,10,폐품,내구연한 경과
2024-11-26,2024-11-26,2024-12-03,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235659,2022-10-06,8285000,2022-11-18,,반납,10,정비필요품,수리비용과다
2026-05-28,2026-05-28,2026-06-04,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235660,2022-10-06,8285000,2022-11-18,,반납,10,중고품,구형화
2024-05-04,2024-05-04,2024-05-11,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235661,2022-10-06,8285000,2022-11-18,,반납,10,폐품,내구연한 경과
2024-11-07,2024-11-07,2024-11-14,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202235662,2022-10-06,8285000,2022-11-18,,반납,10,폐품,내구연한 경과
2019-03-16,2019-03-16,2019-03-23,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201735673,2017-07-21,580000,2017-09-03,,반납,6,폐품,내구연한 경과
2018-10-13,2018-10-13,2018-10-20,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201535680,2015-09-22,2881000,2015-10-29,,반납,10,정비필요품,수리비용과다
2025-06-17,2025-06-17,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201535686,2015-01-30,2346000,2015-02-03,,반납,5,폐품,내구연한 경과
2025-03-13,2025-03-13,,hyl0610,황팀장,반려,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201535687,2015-01-30,2346000,2015-02-03,,반납,5,중고품,구형화
2025-05-19,2025-05-19,2025-05-26,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202235691,2022-08-20,819000,2022-09-30,,반납,5,폐품,내구연한 경과
2025-03-03,2025-03-03,2025-03-10,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202235692,2022-08-20,819000,2022-09-30,,반납,5,중고품,구형화
2025-03-26,2025-03-26,2025-04-02,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202235695,2022-08-20,819000,2022-09-30,,반납,5,폐품,내구연한 경과
2025-02-15,2025-02-15,2025-02-22,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202235697,2022-08-20,819000,2022-09-30,,반납,5,폐품,내구연한 경과
2018-07-14,2018-07-14,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201735702,2017-02-06,608000,2017-03-11,,반납,5,중고품,활용부서부재
2022-09-01,2022-09-01,,hyl0610,황팀장,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201735703,2017-02-06,608000,2017-03-11,,반납,5,폐품,내구연한 경과
2025-07-28,2025-07-28,2025-08-04,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201735704,2017-02-06,608000,2017-03-11,,반납,5,폐품,내구연한 경과
2025-05-02,2025-05-02,2025-05-09,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135712,2021-10-12,5692000,2021-11-26,,반납,10,중고품,구형화
2026-06-25,2026-06-25,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135716,2021-10-12,5692000,2021-11-26,,반납,10,중고품,활용부서부재
2023-11-10,2023-11-10,2023-11-17,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135725,2021-10-12,5692000,2021-11-26,,반납,10,폐품,내구연한 경과
2025-12-01,2025-12-01,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135728,2021-10-12,5692000,2021-11-26,,반납,10,폐품,내구연한 경과
2026-01-03,2026-01-03,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135731,2021-10-12,5692000,2021-11-26,,반납,10,폐품,내구연한 경과
2026-06-10,2026-06-10,2026-06-17,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135733,2021-10-12,5692000,2021-11-26,,반납,10,중고품,활용부서부재
2023-11-02,2023-11-02,2023-11-09,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202135734,2021-10-12,5692000,2021-11-26,,반납,10,폐품,내구연한 경과
2023-01-25,2023-01-25,,hyl0610,황팀장,반려,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201835781,2018-06-02,25884000,2018-07-17,,반납,7,중고품,구형화
2024-01-30,2024-01-30,2024-02-06,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201835782,2018-06-02,25884000,2018-07-17,,반납,7,정비필요품,수리비용과다
2023-09-16,2023-09-16,2023-09-23,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201835785,2018-06-02,25884000,2018-07-17,,반납,7,중고품,활용부서부재
2025-06-10,2025-06-10,2025-06-17,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201835787,2018-06-02,25884000,2018-07-17,,반납,7,폐품,내구연한 경과
2019-12-06,2019-12-06,2019-12-13,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201835788,2018-06-02,25884000,2018-07-17,,반납,7,폐품,내구연한 경과
2025-04-30,2025-04-30,2025-05-07,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835789,2018-09-18,3714000,2018-09-22,,반납,5,중고품,구형화
2023-10-21,2023-10-21,2023-10-28,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835793,2018-09-18,3714000,2018-09-22,,반납,5,정비필요품,수리비용과다
2026-02-07,2026-02-07,2026-02-14,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835794,2018-09-18,3714000,2018-09-22,,반납,5,정비필요품,수리비용과다
2024-06-20,2024-06-20,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835795,2018-09-18,3714000,2018-09-22,,반납,5,폐품,내구연한 경과
2026-03-01,2026-03-01,2026-03-08,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835796,2018-09-18,3714000,2018-09-22,,반납,5,폐품,내구연한 경과
2023-02-06,2023-02-06,2023-02-13,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835797,2018-09-18,3714000,2018-09-22,,반납,5,정비필요품,수리비용과다
2023-12-01,2023-12-01,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201835798,2018-09-18,3714000,2018-09-22,,반납,5,중고품,활용부서부재
2025-06-04,2025-06-04,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535799,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
2017-08-17,2017-08-17,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535801,2015-08-21,17441000,2015-10-01,,반납,10,중고품,구형화
2023-09-30,2023-09-30,2023-10-07,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535802,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
2024-05-30,2024-05-30,2024-06-06,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535805,2015-08-21,17441000,2015-10-01,,반납,10,정비필요품,수리비용과다
2018-01-12,2018-01-12,2018-01-19,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535806,2015-08-21,17441000,2015-10-01,,반납,10,중고품,구형화
2017-08-25,2017-08-25,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535808,2015-08-21,17441000,2015-10-01,,반납,10,중고품,구형화
2020-12-23,2020-12-23,2020-12-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535810,2015-08-21,17441000,2015-10-01,,반납,10,정비필요품,수리비용과다
2025-02-14,2025-02-14,2025-02-21,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535811,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
2026-03-30,2026-03-30,2026-04-06,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535812,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
2017-05-03,2017-05-03,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535814,2015-08-21,17441000,2015-10-01,,반납,10,중고품,구형화
2018-11-23,2018-11-23,2018-11-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535815,2015-08-21,17441000,2015-10-01,,반납,10,정비필요품,수리비용과다
2019-06-07,2019-06-07,2019-06-14,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535816,2015-08-21,17441000,2015-10-01,,반납,10,중고품,활용부서부재
2022-11-18,2022-11-18,2022-11-25,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535818,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
2019-04-30,2019-04-30,2019-05-07,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535819,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
2021-10-23,2021-10-23,2021-10-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201535822,2015-08-21,17441000,2015-10-01,,반납,10,폐품,내구연한 경과
