G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2023-02-13,7340000,2023-02-14,경영대학,취득,10,10,확정,자체구입,D003,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2018-10-02,6449000,2018-11-15,소프트웨어융합대학,취득,7,2,확정,자체구입,D001,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2015-12-26,190000,2016-01-01,인문대학,취득,5,3,확정,자체구입,D004,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2016-10-19,212000,2016-12-18,총무팀,취득,4,5,확정,자체구입,D005,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2015-02-28,7910000,2015-03-31,시설팀,취득,6,9,확정,자체구입,D006,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-01-16,2454000,,경영대학,취득,5,7,대기,자체구입,D003,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-02-25,259000,2020-04-25,산학협력단,취득,4,6,확정,자체구입,D009,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-11-25,5662000,2019-01-13,중앙도서관,취득,6,10,확정,자체구입,D008,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2022-10-20,345000,2022-12-05,시설팀,취득,5,1,확정,자체구입,D006,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2022-04-04,5855000,2022-04-07,인문대학,취득,7,2,확정,자체구입,D004,Tenetur quos veritatis cupiditate odit animi non doloremque.
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2025-09-09,4460000,2025-09-15,인문대학,취득,5,4,확정,자체구입,D004,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2016-11-28,1073000,2017-01-18,시설팀,취득,10,5,확정,자체구입,D006,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2016-11-26,7131000,2017-01-20,경영대학,취득,6,4,확정,자체구입,D003,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2020-03-20,4033000,2020-03-27,인문대학,취득,10,19,확정,자체구입,D004,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2019-07-14,2574000,2019-07-19,입학처,취득,5,8,확정,자체구입,D007,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2023-04-22,3093000,2023-04-28,시설팀,취득,7,1,확정,자체구입,D006,Aperiam odit excepturi perferendis.
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2021-07-14,4245000,2021-08-15,경영대학,취득,10,5,확정,자체구입,D003,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-09-15,5706000,2020-09-20,AI연구원,취득,6,7,확정,자체구입,D010,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2018-12-24,2010000,2018-12-30,시설팀,취득,10,11,확정,자체구입,D006,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2025-02-18,2882000,2025-02-20,입학처,취득,10,8,확정,자체구입,D007,Esse deserunt asperiores iusto placeat eum qui tenetur.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2023-08-03,10579000,2023-08-07,산학협력단,취득,10,48,확정,자체구입,D009,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2016-08-04,5566000,2016-09-24,인문대학,취득,6,6,확정,자체구입,D004,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2016-03-03,1429000,2016-03-06,중앙도서관,취득,8,2,확정,자체구입,D008,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-11-17,3008000,2025-12-21,공과대학,취득,5,9,확정,자체구입,D002,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-04-20,8329000,2020-04-26,시설팀,취득,6,10,확정,자체구입,D006,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2025-08-20,3465000,,입학처,취득,5,3,대기,자체구입,D007,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-01-05,360000,2025-01-10,공과대학,취득,5,6,확정,자체구입,D002,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2023-05-26,6215000,2023-07-03,인문대학,취득,8,9,확정,자체구입,D004,
4322260926066170,"라우터, Netgear, (US)PR60X",2019-10-19,2968000,2019-10-20,산학협력단,취득,6,5,확정,자체구입,D009,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2022-04-29,4589000,2022-05-04,중앙도서관,취득,5,4,확정,자체구입,D008,Deleniti hic et voluptates minima neque expedita.
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-01-04,4664000,2018-01-08,AI연구원,취득,6,6,확정,자체구입,D010,Aspernatur nam reprehenderit placeat sit.
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2022-11-03,2578000,2023-01-01,공과대학,취득,10,3,확정,자체구입,D002,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2025-05-06,2140000,,총무팀,취득,5,9,대기,자체구입,D005,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2023-09-30,171000,2023-11-18,산학협력단,취득,4,4,확정,자체구입,D009,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-04-28,2437000,2022-05-02,시설팀,취득,6,3,확정,자체구입,D006,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-09-18,9973000,2016-09-19,AI연구원,취득,10,30,확정,자체구입,D010,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2015-05-02,552000,2015-06-10,소프트웨어융합대학,취득,10,3,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-03-04,9147000,2016-03-07,인문대학,취득,10,24,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2021-01-18,9182000,2021-03-14,산학협력단,취득,6,10,확정,자체구입,D009,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2019-06-10,328000,2019-07-12,총무팀,취득,4,9,확정,자체구입,D005,Mollitia expedita dignissimos ratione modi.
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2015-10-26,5046000,2015-10-31,시설팀,취득,10,30,확정,자체구입,D006,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-03-06,4748000,2015-04-14,시설팀,취득,10,6,확정,자체구입,D006,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2020-12-17,10043000,2020-12-23,공과대학,취득,5,8,확정,자체구입,D002,Doloremque consequatur perspiciatis atque non.
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-10-04,437000,2020-10-10,소프트웨어융합대학,취득,4,10,확정,자체구입,D001,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2021-02-22,2808000,2021-04-16,AI연구원,취득,10,16,확정,자체구입,D010,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-03-06,7445000,,입학처,취득,10,36,대기,기증,D007,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2022-10-02,6129000,2022-10-05,공과대학,취득,8,10,확정,자체구입,D002,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2016-01-30,6125000,2016-03-22,인문대학,취득,10,35,확정,자체구입,D004,
4322260926066170,"라우터, Netgear, (US)PR60X",2021-03-29,1631000,2021-04-04,입학처,취득,6,3,확정,자체구입,D007,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2021-04-12,27058000,2021-05-19,총무팀,취득,7,10,확정,자체구입,D005,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2017-07-05,3207000,2017-08-16,시설팀,취득,8,5,확정,자체구입,D006,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2021-05-05,181000,2021-05-07,인문대학,취득,4,5,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2025-03-31,797000,2025-05-15,중앙도서관,취득,5,3,확정,기증,D008,Beatae suscipit molestias quod soluta natus voluptates.
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2025-01-13,711000,,총무팀,취득,8,1,대기,자체구입,D005,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2016-12-20,9254000,2016-12-25,인문대학,취득,7,3,확정,자체구입,D004,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2024-04-27,12383000,2024-06-13,공과대학,취득,6,7,확정,기증,D002,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2015-06-22,189000,2015-06-27,소프트웨어융합대학,취득,10,1,확정,자체구입,D001,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2020-05-16,11509000,2020-06-24,시설팀,취득,5,10,확정,자체구입,D006,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-07-26,365000,2025-07-31,중앙도서관,취득,5,4,확정,자체구입,D008,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2015-08-15,767000,2015-09-25,인문대학,취득,5,8,확정,자체구입,D004,Praesentium libero necessitatibus excepturi dolorem.
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2019-04-26,9538000,2019-05-03,공과대학,취득,10,28,확정,자체구입,D002,Nisi libero eveniet blanditiis necessitatibus.
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2019-12-02,1893000,2020-01-27,산학협력단,취득,5,8,확정,자체구입,D009,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2024-04-26,210000,2024-04-30,시설팀,취득,4,5,확정,자체구입,D006,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2015-03-03,591000,2015-03-10,산학협력단,취득,5,7,확정,자체구입,D009,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-07-20,8391000,2023-07-25,산학협력단,취득,6,5,확정,자체구입,D009,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2017-01-19,277000,2017-02-19,경영대학,취득,4,7,확정,자체구입,D003,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-03-10,673000,,공과대학,취득,5,8,대기,자체구입,D002,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2020-02-11,758000,2020-02-13,인문대학,취득,10,4,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2023-06-28,792000,2023-07-04,산학협력단,취득,5,3,확정,자체구입,D009,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2021-02-23,15568000,2021-04-16,총무팀,취득,6,8,확정,자체구입,D005,Quos tempore facilis nobis fugit facere praesentium.
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2018-04-16,1984000,2018-04-18,경영대학,취득,10,6,확정,자체구입,D003,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-08-04,4441000,2020-08-06,시설팀,취득,6,5,확정,자체구입,D006,Similique odit at nostrum veritatis.
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2022-09-29,118000,2022-09-30,AI연구원,취득,5,2,확정,자체구입,D010,Eligendi ipsa adipisci impedit neque ullam placeat.
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-06-22,3982000,2025-06-24,산학협력단,취득,6,5,확정,자체구입,D009,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2022-01-05,2364000,2022-01-10,경영대학,취득,5,2,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2018-05-04,3413000,2018-06-16,소프트웨어융합대학,취득,10,4,확정,자체구입,D001,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2016-11-02,9096000,2016-12-03,입학처,취득,5,8,확정,자체구입,D007,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-07-06,3690000,2024-07-07,시설팀,취득,10,18,확정,자체구입,D006,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2023-12-21,184000,2023-12-26,시설팀,취득,10,1,확정,자체구입,D006,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2016-05-17,2463000,2016-05-23,시설팀,취득,6,3,확정,자체구입,D006,
4322260926066170,"라우터, Netgear, (US)PR60X",2023-08-13,1571000,2023-09-18,AI연구원,취득,6,3,확정,자체구입,D010,Et unde dignissimos eligendi aperiam corporis sunt.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-11-15,1173000,,공과대학,취득,10,5,대기,자체구입,D002,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2016-04-05,5964000,2016-05-15,중앙도서관,취득,10,26,확정,자체구입,D008,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2017-05-14,844000,2017-06-16,AI연구원,취득,5,9,확정,자체구입,D010,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2024-10-17,570000,2024-10-23,입학처,취득,5,7,확정,자체구입,D007,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-02-24,2317000,2022-02-26,총무팀,취득,6,3,확정,자체구입,D005,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2026-01-19,4599000,,소프트웨어융합대학,취득,8,7,대기,기증,D001,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-08-10,307000,2020-08-13,총무팀,취득,4,7,확정,자체구입,D005,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2016-07-18,5545000,2016-07-25,입학처,취득,10,7,확정,자체구입,D007,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2021-08-06,1054000,2021-08-08,인문대학,취득,5,4,확정,자체구입,D004,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2019-12-21,10608000,2019-12-22,경영대학,취득,10,28,확정,자체구입,D003,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2024-09-18,754000,2024-09-20,경영대학,취득,5,8,확정,자체구입,D003,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2023-05-03,404000,2023-05-10,소프트웨어융합대학,취득,5,7,확정,자체구입,D001,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2017-07-20,188000,2017-07-25,산학협력단,취득,5,2,확정,자체구입,D009,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-11-17,1581000,2022-11-21,인문대학,취득,5,7,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2024-09-07,549000,2024-09-13,인문대학,취득,5,2,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2021-04-23,2283000,2021-06-14,입학처,취득,5,10,확정,자체구입,D007,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2017-04-17,1875000,2017-04-18,경영대학,취득,10,10,확정,자체구입,D003,Fuga nam dignissimos architecto vero.
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2018-06-27,9071000,2018-06-28,인문대학,취득,7,3,확정,자체구입,D004,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2021-09-26,341000,2021-11-21,인문대학,취득,5,1,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2017-05-02,8400000,2017-05-05,공과대학,취득,6,10,확정,자체구입,D002,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-01-20,6866000,2020-03-20,AI연구원,취득,6,8,확정,자체구입,D010,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2020-01-25,12503000,2020-01-30,인문대학,취득,5,10,확정,자체구입,D004,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2020-12-20,1931000,2020-12-27,입학처,취득,8,3,확정,자체구입,D007,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2023-12-21,4852000,2023-12-25,총무팀,취득,6,6,확정,자체구입,D005,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2019-02-21,879000,2019-02-25,중앙도서관,취득,5,10,확정,기증,D008,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2024-10-28,8341000,,인문대학,취득,6,5,대기,기증,D004,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2025-04-01,10174000,,AI연구원,취득,6,6,대기,자체구입,D010,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2016-02-12,2776000,2016-03-25,산학협력단,취득,10,12,확정,자체구입,D009,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2017-08-08,546000,2017-08-15,인문대학,취득,10,3,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-01-17,944000,2020-01-19,총무팀,취득,6,1,확정,기증,D005,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2024-12-03,4957000,,중앙도서관,취득,8,8,대기,자체구입,D008,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-01-01,10040000,2024-02-27,시설팀,취득,10,49,확정,자체구입,D006,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-06-27,2136000,2022-06-29,입학처,취득,5,8,확정,자체구입,D007,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2023-01-21,3684000,2023-03-16,인문대학,취득,6,5,확정,자체구입,D004,Repellat nesciunt delectus dolor dolores repudiandae.
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-08-15,8074000,,중앙도서관,취득,10,41,대기,자체구입,D008,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2024-12-01,245000,2025-01-15,공과대학,취득,5,1,확정,자체구입,D002,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-09-10,1877000,,입학처,취득,5,5,대기,자체구입,D007,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2018-12-19,16596000,2019-02-13,총무팀,취득,10,46,확정,자체구입,D005,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-09-29,3321000,2023-11-11,인문대학,취득,6,2,확정,자체구입,D004,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2025-02-16,19365000,2025-02-18,시설팀,취득,6,10,확정,기증,D006,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2023-04-14,10012000,2023-05-19,소프트웨어융합대학,취득,10,44,확정,자체구입,D001,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2024-03-31,7312000,2024-05-02,AI연구원,취득,6,10,확정,자체구입,D010,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2019-03-22,1779000,2019-03-25,입학처,취득,5,5,확정,자체구입,D007,Quaerat modi labore adipisci nobis.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2019-01-24,3399000,2019-01-26,입학처,취득,10,15,확정,자체구입,D007,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2016-12-08,58000,2017-02-02,산학협력단,취득,5,1,확정,자체구입,D009,Provident mollitia autem iure tempore.
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-03-12,13830000,2016-04-16,소프트웨어융합대학,취득,10,43,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2021-06-18,12970000,2021-08-12,소프트웨어융합대학,취득,10,36,확정,자체구입,D001,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2023-05-13,121000,2023-06-26,입학처,취득,5,2,확정,자체구입,D007,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2015-05-14,8335000,2015-05-16,중앙도서관,취득,10,43,확정,자체구입,D008,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-04-09,4720000,2022-04-16,총무팀,취득,6,6,확정,자체구입,D005,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-01-20,5007000,2020-02-23,경영대학,취득,6,6,확정,자체구입,D003,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2023-07-25,5847000,2023-09-20,인문대학,취득,10,32,확정,자체구입,D004,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-10-10,648000,2025-10-11,입학처,취득,5,2,확정,자체구입,D007,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2017-04-18,1850000,2017-05-18,시설팀,취득,10,10,확정,자체구입,D006,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-08-15,1895000,2018-08-21,인문대학,취득,5,5,확정,자체구입,D004,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-12-21,3815000,,소프트웨어융합대학,취득,6,5,대기,자체구입,D001,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-01-14,1194000,2018-03-05,공과대학,취득,6,2,확정,자체구입,D002,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-10-25,17412000,2024-12-10,총무팀,취득,10,48,확정,자체구입,D005,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-05-15,830000,,공과대학,취득,5,9,대기,자체구입,D002,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2018-01-21,3980000,2018-03-16,공과대학,취득,10,5,확정,자체구입,D002,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2025-07-23,1899000,2025-08-28,산학협력단,취득,8,3,확정,자체구입,D009,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2024-04-02,8396000,2024-04-06,경영대학,취득,7,3,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2016-06-19,3805000,2016-08-17,인문대학,취득,10,5,확정,자체구입,D004,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-11-06,8839000,,시설팀,취득,10,43,대기,자체구입,D006,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-09-07,386000,2020-10-17,경영대학,취득,4,10,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2024-12-30,2621000,,인문대학,취득,10,3,대기,자체구입,D004,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2019-05-07,6795000,2019-05-10,산학협력단,취득,10,9,확정,자체구입,D009,Numquam animi distinctio ad esse accusamus.
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-07-06,129000,2020-08-31,산학협력단,취득,4,3,확정,자체구입,D009,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2018-04-21,341000,2018-04-28,산학협력단,취득,5,4,확정,자체구입,D009,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2015-03-14,233000,2015-03-16,총무팀,취득,4,6,확정,자체구입,D005,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2020-06-09,7095000,2020-06-11,중앙도서관,취득,10,9,확정,자체구입,D008,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-06-27,3242000,,소프트웨어융합대학,취득,10,15,대기,자체구입,D001,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2016-07-18,3193000,2016-07-25,인문대학,취득,8,5,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2022-10-14,2477000,2022-11-13,중앙도서관,취득,6,3,확정,자체구입,D008,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2021-11-24,683000,2022-01-02,산학협력단,취득,5,7,확정,자체구입,D009,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2021-10-04,2438000,2021-10-11,소프트웨어융합대학,취득,8,4,확정,자체구입,D001,
