물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M202402938,2025-01-07,2025-01-24,False,취득,신규 취득,박대리
M202402938,2025-01-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402939,2025-01-07,2025-01-17,False,취득,신규 취득,박대리
M202402939,2025-01-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402940,2025-01-07,2025-01-23,False,취득,신규 취득,박대리
M202402940,2025-01-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402941,2025-01-07,2025-01-21,False,취득,신규 취득,박대리
M202402941,2025-01-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402942,2025-01-07,2025-01-13,False,취득,신규 취득,박대리
M202402942,2025-01-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402943,2025-01-07,2025-01-16,False,취득,신규 취득,박대리
M202402943,2025-01-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402944,2025-01-07,2025-01-21,False,취득,신규 취득,박대리
M202402944,2025-01-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402945,2025-01-07,2025-01-20,False,취득,신규 취득,박대리
M202402945,2025-01-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402946,2025-01-07,2025-01-28,False,취득,신규 취득,박대리
M202402946,2025-01-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402947,2025-01-07,2025-01-19,False,취득,신규 취득,박대리
M202402947,2025-01-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402948,2025-01-07,2025-01-15,False,취득,신규 취득,박대리
M202402948,2025-01-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402949,2025-01-07,2025-01-18,False,취득,신규 취득,박대리
M202402949,2025-01-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402950,2025-01-07,2025-01-31,False,취득,신규 취득,박대리
M202402950,2025-02-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402951,2025-01-07,2025-01-18,False,취득,신규 취득,박대리
M202402951,2025-01-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402952,2025-01-07,2025-01-23,False,취득,신규 취득,박대리
M202402952,2025-01-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402953,2025-01-07,2025-01-11,False,취득,신규 취득,박대리
M202402953,2025-01-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402954,2025-01-07,2025-01-26,False,취득,신규 취득,박대리
M202402954,2025-01-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402955,2025-01-07,2025-01-19,False,취득,신규 취득,박대리
M202402955,2025-01-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402956,2025-01-07,2025-01-25,False,취득,신규 취득,박대리
M202402956,2025-01-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402957,2025-01-07,2025-01-14,False,취득,신규 취득,박대리
M202402957,2025-01-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402958,2025-01-07,2025-02-01,False,취득,신규 취득,박대리
M202402958,2025-02-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402959,2025-01-07,2025-01-16,False,취득,신규 취득,박대리
M202402959,2025-01-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402960,2025-01-07,2025-01-17,False,취득,신규 취득,박대리
M202402960,2025-01-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402961,2025-01-07,2025-01-18,False,취득,신규 취득,박대리
M202402961,2025-01-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402962,2025-01-07,2025-01-17,False,취득,신규 취득,박대리
M202402962,2025-01-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402963,2025-01-07,2025-01-19,False,취득,신규 취득,박대리
M202402963,2025-01-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402964,2025-01-07,2025-01-17,False,취득,신규 취득,박대리
M202402964,2025-01-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402965,2025-01-07,2025-01-18,False,취득,신규 취득,박대리
M202402965,2025-01-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402966,2025-01-07,2025-01-30,False,취득,신규 취득,박대리
M202402966,2025-01-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402967,2025-01-07,2025-02-03,False,취득,신규 취득,박대리
M202402967,2025-02-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402968,2025-01-07,2025-01-18,False,취득,신규 취득,박대리
M202402968,2025-01-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202402969,2025-01-07,2025-01-15,False,취득,신규 취득,박대리
M202402969,2025-01-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403031,2024-07-14,2024-07-28,False,취득,신규 취득,박대리
M202403031,2024-07-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403032,2024-07-14,2024-07-24,False,취득,신규 취득,박대리
M202403032,2024-07-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403033,2024-07-14,2024-08-02,False,취득,신규 취득,박대리
M202403033,2024-08-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403034,2024-07-14,2024-08-02,False,취득,신규 취득,박대리
M202403034,2024-08-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403035,2024-07-14,2024-08-09,False,취득,신규 취득,박대리
M202403035,2024-08-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403049,2024-04-07,2024-04-30,False,취득,신규 취득,박대리
M202403049,2024-05-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403050,2024-04-07,2024-04-21,False,취득,신규 취득,박대리
M202403050,2024-04-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403067,2024-08-05,2024-08-11,False,취득,신규 취득,박대리
M202403067,2024-08-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403068,2024-08-05,2024-08-25,False,취득,신규 취득,박대리
M202403068,2024-08-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403069,2024-08-05,2024-08-10,False,취득,신규 취득,박대리
M202403069,2024-08-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403070,2024-08-05,2099-12-31,True,취득,신규 취득,박대리
M202403071,2024-08-05,2024-08-21,False,취득,신규 취득,박대리
M202403071,2024-08-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403097,2024-06-12,2024-06-26,False,취득,신규 취득,박대리
M202403097,2024-06-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403098,2024-06-12,2024-06-30,False,취득,신규 취득,박대리
M202403098,2024-07-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403099,2024-06-12,2024-06-25,False,취득,신규 취득,박대리
M202403099,2024-06-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403100,2024-06-12,2024-06-23,False,취득,신규 취득,박대리
M202403100,2024-06-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403101,2024-06-12,2024-06-18,False,취득,신규 취득,박대리
M202403101,2024-06-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403109,2024-05-06,2024-05-18,False,취득,신규 취득,박대리
M202403109,2024-05-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403110,2024-05-06,2024-05-10,False,취득,신규 취득,박대리
M202403110,2024-05-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403112,2024-04-29,2024-05-17,False,취득,신규 취득,박대리
M202403112,2024-05-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403124,2024-07-01,2024-07-10,False,취득,신규 취득,박대리
M202403124,2024-07-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403143,2024-09-08,2024-09-21,False,취득,신규 취득,박대리
M202403143,2024-09-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403144,2024-09-08,2024-09-24,False,취득,신규 취득,박대리
M202403144,2024-09-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403174,2024-06-29,2024-07-11,False,취득,신규 취득,박대리
M202403174,2024-07-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403175,2024-06-29,2024-07-16,False,취득,신규 취득,박대리
M202403175,2024-07-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403176,2024-06-29,2024-07-17,False,취득,신규 취득,박대리
M202403176,2024-07-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403177,2024-06-29,2024-07-08,False,취득,신규 취득,박대리
M202403177,2024-07-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403178,2024-06-29,2024-07-22,False,취득,신규 취득,박대리
M202403178,2024-07-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403205,2024-02-22,2024-03-13,False,취득,신규 취득,박대리
M202403205,2024-03-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403206,2024-02-22,2024-03-02,False,취득,신규 취득,박대리
M202403206,2024-03-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403207,2024-02-22,2024-03-08,False,취득,신규 취득,박대리
M202403207,2024-03-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403213,2024-08-03,2024-08-16,False,취득,신규 취득,박대리
M202403213,2024-08-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403214,2024-08-03,2024-08-14,False,취득,신규 취득,박대리
M202403214,2024-08-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403215,2024-08-03,2024-08-18,False,취득,신규 취득,박대리
M202403215,2024-08-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403267,2024-11-09,2024-11-27,False,취득,신규 취득,박대리
M202403267,2024-11-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403268,2024-11-09,2024-11-29,False,취득,신규 취득,박대리
M202403268,2024-11-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403269,2024-11-09,2024-11-24,False,취득,신규 취득,박대리
M202403269,2024-11-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403277,2024-09-28,2024-10-05,False,취득,신규 취득,박대리
M202403277,2024-10-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403372,2024-05-05,2024-05-19,False,취득,신규 취득,박대리
M202403372,2024-05-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403373,2024-05-05,2024-05-16,False,취득,신규 취득,박대리
M202403373,2024-05-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403374,2024-05-05,2024-05-16,False,취득,신규 취득,박대리
M202403374,2024-05-17,2024-06-03,False,운용,신규운용 승인 및 사용 시작,박대리
M202403374,2024-06-04,2099-12-31,True,반납,사업종료,박대리
M202403375,2024-05-05,2024-05-17,False,취득,신규 취득,박대리
M202403375,2024-05-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403376,2024-05-05,2024-05-22,False,취득,신규 취득,박대리
M202403376,2024-05-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403383,2024-11-19,2024-12-05,False,취득,신규 취득,박대리
M202403383,2024-12-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403384,2024-11-19,2024-12-08,False,취득,신규 취득,박대리
M202403384,2024-12-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403385,2024-11-19,2024-12-04,False,취득,신규 취득,박대리
M202403385,2024-12-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403409,2024-09-30,2024-10-10,False,취득,신규 취득,박대리
M202403409,2024-10-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403410,2024-09-30,2024-10-15,False,취득,신규 취득,박대리
M202403410,2024-10-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403464,2024-04-10,2024-04-26,False,취득,신규 취득,박대리
M202403464,2024-04-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403488,2024-10-08,2024-10-23,False,취득,신규 취득,박대리
M202403488,2024-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403489,2024-10-08,2024-10-29,False,취득,신규 취득,박대리
M202403489,2024-10-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403490,2024-10-08,2024-10-24,False,취득,신규 취득,박대리
M202403490,2024-10-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403491,2024-10-08,2024-10-17,False,취득,신규 취득,박대리
M202403491,2024-10-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403492,2024-10-08,2024-10-23,False,취득,신규 취득,박대리
M202403492,2024-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403493,2024-10-08,2024-10-21,False,취득,신규 취득,박대리
M202403493,2024-10-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403494,2024-10-08,2024-10-26,False,취득,신규 취득,박대리
M202403494,2024-10-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403495,2024-10-08,2024-10-31,False,취득,신규 취득,박대리
M202403495,2024-11-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403496,2024-10-08,2024-10-31,False,취득,신규 취득,박대리
M202403496,2024-11-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403497,2024-10-08,2024-10-26,False,취득,신규 취득,박대리
M202403497,2024-10-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403498,2024-10-08,2024-10-28,False,취득,신규 취득,박대리
M202403498,2024-10-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403499,2024-10-08,2024-11-01,False,취득,신규 취득,박대리
M202403499,2024-11-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403500,2024-10-08,2024-10-22,False,취득,신규 취득,박대리
M202403500,2024-10-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403501,2024-10-08,2024-10-22,False,취득,신규 취득,박대리
M202403501,2024-10-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403502,2024-10-08,2024-10-23,False,취득,신규 취득,박대리
M202403502,2024-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403503,2024-10-08,2024-10-25,False,취득,신규 취득,박대리
M202403503,2024-10-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403504,2024-10-08,2024-10-18,False,취득,신규 취득,박대리
M202403504,2024-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403505,2024-10-08,2024-10-24,False,취득,신규 취득,박대리
M202403505,2024-10-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403506,2024-10-08,2024-10-19,False,취득,신규 취득,박대리
M202403506,2024-10-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403507,2024-10-08,2024-10-27,False,취득,신규 취득,박대리
M202403507,2024-10-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403508,2024-10-08,2024-10-30,False,취득,신규 취득,박대리
M202403508,2024-10-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403509,2024-10-08,2024-10-19,False,취득,신규 취득,박대리
M202403509,2024-10-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403510,2024-10-08,2024-10-22,False,취득,신규 취득,박대리
M202403510,2024-10-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403511,2024-10-08,2024-10-27,False,취득,신규 취득,박대리
M202403511,2024-10-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403512,2024-10-08,2024-10-23,False,취득,신규 취득,박대리
M202403512,2024-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403513,2024-10-08,2024-10-23,False,취득,신규 취득,박대리
M202403513,2024-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403514,2024-10-08,2024-10-18,False,취득,신규 취득,박대리
M202403514,2024-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403515,2024-10-08,2024-10-24,False,취득,신규 취득,박대리
M202403515,2024-10-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403516,2024-10-08,2024-10-27,False,취득,신규 취득,박대리
M202403516,2024-10-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403517,2024-10-08,2024-10-22,False,취득,신규 취득,박대리
M202403517,2024-10-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403518,2024-10-08,2024-10-30,False,취득,신규 취득,박대리
M202403518,2024-10-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403519,2024-10-08,2024-10-16,False,취득,신규 취득,박대리
M202403519,2024-10-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403520,2024-10-08,2024-10-23,False,취득,신규 취득,박대리
M202403520,2024-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403521,2024-10-08,2024-10-27,False,취득,신규 취득,박대리
M202403521,2024-10-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403522,2024-10-08,2024-10-27,False,취득,신규 취득,박대리
M202403522,2024-10-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403523,2024-10-08,2024-10-20,False,취득,신규 취득,박대리
M202403523,2024-10-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403524,2024-10-08,2024-10-18,False,취득,신규 취득,박대리
M202403524,2024-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403525,2024-10-08,2024-10-26,False,취득,신규 취득,박대리
M202403525,2024-10-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403526,2024-10-08,2024-10-22,False,취득,신규 취득,박대리
M202403526,2024-10-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403741,2024-07-27,2024-08-01,False,취득,신규 취득,박대리
M202403741,2024-08-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403742,2024-07-27,2024-08-17,False,취득,신규 취득,박대리
M202403742,2024-08-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403743,2024-07-27,2024-08-15,False,취득,신규 취득,박대리
M202403743,2024-08-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403744,2024-07-27,2024-08-10,False,취득,신규 취득,박대리
M202403744,2024-08-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403745,2024-07-27,2024-08-09,False,취득,신규 취득,박대리
M202403745,2024-08-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403746,2024-07-27,2024-08-16,False,취득,신규 취득,박대리
M202403746,2024-08-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403747,2024-07-27,2024-08-04,False,취득,신규 취득,박대리
M202403747,2024-08-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403748,2024-07-27,2024-08-09,False,취득,신규 취득,박대리
M202403748,2024-08-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403749,2024-07-27,2024-08-17,False,취득,신규 취득,박대리
M202403749,2024-08-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403750,2024-07-27,2024-08-12,False,취득,신규 취득,박대리
M202403750,2024-08-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403751,2024-07-27,2024-08-20,False,취득,신규 취득,박대리
M202403751,2024-08-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403752,2024-07-27,2024-08-05,False,취득,신규 취득,박대리
M202403752,2024-08-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403753,2024-07-27,2024-08-12,False,취득,신규 취득,박대리
M202403753,2024-08-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403754,2024-07-27,2024-08-04,False,취득,신규 취득,박대리
M202403754,2024-08-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403755,2024-07-27,2024-08-07,False,취득,신규 취득,박대리
M202403755,2024-08-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403756,2024-07-27,2024-08-10,False,취득,신규 취득,박대리
M202403756,2024-08-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403757,2024-07-27,2024-08-02,False,취득,신규 취득,박대리
M202403757,2024-08-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403758,2024-07-27,2024-08-11,False,취득,신규 취득,박대리
M202403758,2024-08-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403759,2024-07-27,2024-08-10,False,취득,신규 취득,박대리
M202403759,2024-08-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403760,2024-07-27,2024-08-07,False,취득,신규 취득,박대리
M202403760,2024-08-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403761,2024-07-27,2024-08-19,False,취득,신규 취득,박대리
M202403761,2024-08-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403762,2024-07-27,2024-08-14,False,취득,신규 취득,박대리
M202403762,2024-08-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403763,2024-07-27,2024-08-03,False,취득,신규 취득,박대리
M202403763,2024-08-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403764,2024-07-27,2024-08-14,False,취득,신규 취득,박대리
M202403764,2024-08-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403765,2024-07-27,2024-08-13,False,취득,신규 취득,박대리
M202403765,2024-08-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403766,2024-07-27,2024-08-15,False,취득,신규 취득,박대리
M202403766,2024-08-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403767,2024-07-27,2024-08-05,False,취득,신규 취득,박대리
M202403767,2024-08-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403768,2024-07-27,2024-08-03,False,취득,신규 취득,박대리
M202403768,2024-08-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403769,2024-07-27,2024-08-11,False,취득,신규 취득,박대리
M202403769,2024-08-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403770,2024-07-27,2024-08-08,False,취득,신규 취득,박대리
M202403770,2024-08-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403807,2024-11-19,2024-12-01,False,취득,신규 취득,박대리
M202403807,2024-12-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403808,2024-11-19,2024-11-24,False,취득,신규 취득,박대리
M202403808,2024-11-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403809,2024-11-19,2024-11-24,False,취득,신규 취득,박대리
M202403809,2024-11-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403810,2024-11-19,2024-11-26,False,취득,신규 취득,박대리
M202403810,2024-11-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403811,2024-11-19,2024-11-29,False,취득,신규 취득,박대리
M202403811,2024-11-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403812,2024-11-19,2024-11-25,False,취득,신규 취득,박대리
M202403812,2024-11-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403813,2024-11-19,2024-12-07,False,취득,신규 취득,박대리
M202403813,2024-12-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403814,2024-11-19,2024-12-11,False,취득,신규 취득,박대리
M202403814,2024-12-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403815,2024-11-19,2024-12-03,False,취득,신규 취득,박대리
M202403815,2024-12-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403816,2024-11-19,2024-11-25,False,취득,신규 취득,박대리
M202403816,2024-11-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403817,2024-11-19,2024-12-11,False,취득,신규 취득,박대리
M202403817,2024-12-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403818,2024-11-19,2024-12-04,False,취득,신규 취득,박대리
M202403818,2024-12-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403819,2024-11-19,2024-12-05,False,취득,신규 취득,박대리
M202403819,2024-12-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403820,2024-11-19,2024-12-05,False,취득,신규 취득,박대리
M202403820,2024-12-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403821,2024-11-19,2024-11-22,False,취득,신규 취득,박대리
M202403821,2024-11-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403822,2024-11-19,2024-12-06,False,취득,신규 취득,박대리
M202403822,2024-12-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403823,2024-11-19,2024-11-27,False,취득,신규 취득,박대리
M202403823,2024-11-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403824,2024-11-19,2024-12-08,False,취득,신규 취득,박대리
M202403824,2024-12-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403825,2024-11-19,2024-12-08,False,취득,신규 취득,박대리
M202403825,2024-12-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403826,2024-11-19,2024-12-09,False,취득,신규 취득,박대리
M202403826,2024-12-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403827,2024-11-19,2024-11-25,False,취득,신규 취득,박대리
M202403827,2024-11-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403828,2024-11-19,2024-12-07,False,취득,신규 취득,박대리
M202403828,2024-12-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403832,2024-01-25,2024-02-09,False,취득,신규 취득,박대리
M202403832,2024-02-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403833,2024-01-25,2024-02-14,False,취득,신규 취득,박대리
M202403833,2024-02-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403834,2024-01-25,2024-02-17,False,취득,신규 취득,박대리
M202403834,2024-02-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403835,2024-01-25,2024-02-11,False,취득,신규 취득,박대리
M202403835,2024-02-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202403836,2024-01-25,2024-02-06,False,취득,신규 취득,박대리
M202403836,2024-02-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202404007,2024-11-27,2024-12-17,False,취득,신규 취득,박대리
M202404007,2024-12-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M202404008,2024-11-27,2024-12-02,False,취득,신규 취득,박대리
M202404008,2024-12-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
