물품고유번호,G2B목록명,물품분류명,내용연수,취득금액,운용부서코드,취득일자,반납일자,불용일자,상태변화,불용사유,물품상태,처분방식,운용부서명,캠퍼스,운용연차,학습데이터여부,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자,데이터세트구분,운용월수,취득월
M201613550,액정모니터,액정모니터,5,2040000,C360,2016-03-22,,2019-03-30,,수리비용과다,불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,3.33,Y,1.67,1.0,3.33,0.44,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,40,3
M201613551,액정모니터,액정모니터,5,2040000,C360,2016-03-22,,2023-07-12,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,7.57,Y,-2.57,1.0,7.57,1.0,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,92,3
M201613552,액정모니터,액정모니터,5,2040000,C360,2016-03-22,,2021-08-21,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,5.69,Y,-0.69,1.0,5.69,1.0,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,69,3
M202113553,액정모니터,액정모니터,5,1016000,C360,2021-09-21,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,4.39,N,0.61,1.0,4.39,0.77,0.75,0.52,0,,,0,0,0,,0.0,,2026-02-08,Prediction,53,9
M202113554,액정모니터,액정모니터,5,1016000,C360,2021-09-21,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,4.39,N,0.61,1.0,4.39,0.77,0.75,0.52,0,,,0,0,0,,0.0,,2026-02-08,Prediction,53,9
M201613555,액정모니터,액정모니터,5,2350000,C360,2016-10-17,,2023-08-30,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,7.11,Y,-2.11,1.0,7.11,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,86,10
M201613556,액정모니터,액정모니터,5,2350000,C360,2016-10-17,,2024-12-13,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,8.39,Y,-3.39,1.0,8.39,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,102,10
M201613557,액정모니터,액정모니터,5,2350000,C360,2016-10-17,,2025-04-21,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,8.78,Y,-3.78,1.0,8.78,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,106,10
M201613558,액정모니터,액정모니터,5,2350000,C360,2016-10-17,,2023-02-20,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.63,Y,-1.63,1.0,6.63,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,80,10
M201613559,액정모니터,액정모니터,5,2350000,C360,2016-10-17,,2022-10-19,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.18,Y,-1.18,1.0,6.18,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,75,10
M202213560,액정모니터,액정모니터,5,1692000,C360,2022-05-23,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,3.72,N,1.28,1.0,3.72,0.55,0.78,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,45,5
M202213561,액정모니터,액정모니터,5,1692000,C360,2022-05-23,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,3.72,N,1.28,1.0,3.72,0.55,0.78,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,45,5
M202213562,액정모니터,액정모니터,5,1692000,C360,2022-05-23,,2025-05-15,,수리비용과다,불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,3.18,Y,1.82,1.0,3.18,0.4,0.78,0.55,0,,,0,0,0,,0.0,,2026-02-08,Test,38,5
M201713563,레이저프린터,레이저프린터,6,3479000,C360,2017-08-18,,2022-05-23,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,5.05,Y,0.95,1.0,5.05,0.71,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Train,61,8
M202313564,레이저프린터,레이저프린터,6,7654000,C360,2023-12-01,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,2.19,N,3.81,1.0,2.19,0.13,0.86,0.75,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202313565,레이저프린터,레이저프린터,6,7654000,C360,2023-12-01,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,2.19,N,3.81,1.0,2.19,0.13,0.86,0.75,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M201713566,스캐너,스캐너,6,10962000,C360,2017-09-27,,2025-02-04,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,7.53,Y,-1.53,1.0,7.53,1.0,0.88,0.77,1,,,0,0,0,,0.0,,2026-02-08,Train,91,9
M201713567,스캐너,스캐너,6,10962000,C360,2017-09-27,,2023-05-21,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,5.94,Y,0.06,1.0,5.94,0.98,0.88,0.77,1,,,0,0,0,,0.0,,2026-02-08,Train,72,9
M202513568,스캐너,스캐너,6,29435000,C360,2025-04-18,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,0.81,N,5.19,1.0,0.81,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,9,4
M202513569,스캐너,스캐너,6,29435000,C360,2025-04-18,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,0.81,N,5.19,1.0,0.81,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,9,4
M202513570,스캐너,스캐너,6,29435000,C360,2025-04-18,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,0.81,N,5.19,1.0,0.81,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,9,4
M202513571,스캐너,스캐너,6,29435000,C360,2025-04-18,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,0.81,N,5.19,1.0,0.81,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,9,4
M202513572,스캐너,스캐너,6,29435000,C360,2025-04-18,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,0.81,N,5.19,1.0,0.81,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,9,4
M201913573,스캐너,스캐너,6,24476000,C360,2019-02-21,,2025-08-29,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.78,Y,-0.78,1.0,6.78,1.0,0.92,0.79,1,,,0,0,0,,0.0,,2026-02-08,Valid,82,2
M201913574,스캐너,스캐너,6,24476000,C360,2019-02-21,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.97,N,-0.97,1.0,6.97,1.0,0.92,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,84,2
M201913575,스캐너,스캐너,6,24476000,C360,2019-02-21,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.97,N,-0.97,1.0,6.97,1.0,0.92,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,84,2
M201913576,스캐너,스캐너,6,24476000,C360,2019-02-21,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.97,N,-0.97,1.0,6.97,1.0,0.92,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,84,2
M201913577,네트워크라우터,네트워크라우터,9,1190000,C360,2019-08-28,,2025-03-13,,노후화(성능저하),,,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.45,N,2.55,1.0,6.45,0.51,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Prediction,78,8
M201913578,네트워크라우터,네트워크라우터,9,1190000,C360,2019-08-28,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,6.45,N,2.55,1.0,6.45,0.51,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Prediction,78,8
M201613579,책상,책상,9,247674000,C360,2016-03-11,2016-06-19,2016-06-28,사업종료,구형화,중고품,폐기,,ERICA,0.52,Y,8.48,1.0,0.52,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,6,3
M201613580,책상,책상,9,247674000,C360,2016-03-11,2016-07-21,2016-08-03,공용전환,공용전환,중고품,매각,,ERICA,0.74,N,8.26,1.0,0.74,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,9,3
M201613581,책상,책상,9,247674000,C360,2016-03-11,,2025-09-07,,수리비용과다,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613582,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613583,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613584,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613585,책상,책상,9,247674000,C360,2016-03-11,2016-11-06,2016-11-25,사업종료,활용부서부재,중고품,매각,,ERICA,0.95,N,8.05,1.0,0.95,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,11,3
M201613586,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613587,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613588,책상,책상,9,247674000,C360,2016-03-11,2016-06-27,2016-07-10,공용전환,공용전환,중고품,매각,,ERICA,0.58,N,8.42,1.0,0.58,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,7,3
M201613589,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613590,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613591,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613592,책상,책상,9,247674000,C360,2016-03-11,,2024-12-31,,노후화(성능저하),,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613593,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613594,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613595,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613596,책상,책상,9,247674000,C360,2016-03-11,2016-10-07,2016-10-18,공용전환,공용전환,,,,ERICA,0.6,N,8.4,1.0,0.6,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,7,3
M201613597,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613598,책상,책상,9,247674000,C360,2016-03-11,2016-10-23,2026-01-11,사업종료,활용부서부재,,,,ERICA,0.63,N,8.37,1.0,0.63,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,7,3
M201613599,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613600,책상,책상,9,247674000,C360,2016-03-11,2016-05-17,2016-06-06,사업종료,활용부서부재,중고품,매각,,ERICA,0.48,N,8.52,1.0,0.48,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,5,3
M201613601,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613602,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613603,책상,책상,9,247674000,C360,2016-03-11,2017-02-20,2025-09-13,사업종료,활용부서부재,,,,ERICA,0.99,N,8.01,1.0,0.99,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,3
M201613604,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613605,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613606,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613607,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613608,책상,책상,9,247674000,C360,2016-03-11,,2023-12-04,,노후화(성능저하),불용품,도난,글로벌문화통상대학RC행정팀(ERICA),ERICA,7.91,N,1.09,1.0,7.91,0.77,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,96,3
M201613609,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613610,책상,책상,9,247674000,C360,2016-03-11,2016-05-20,,잉여물품,,,,,ERICA,0.22,N,8.78,1.0,0.22,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,2,3
M201613611,책상,책상,9,247674000,C360,2016-03-11,,2023-11-25,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,7.9,Y,1.1,1.0,7.9,0.77,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,96,3
M201613612,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613613,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613614,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613615,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613616,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613617,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613618,책상,책상,9,247674000,C360,2016-03-11,,2025-09-25,,고장/파손,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613619,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201613620,책상,책상,9,247674000,C360,2016-03-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.92,N,-0.92,1.0,9.92,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,120,3
M201513621,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513622,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513623,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513624,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513625,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513626,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513627,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513628,책상,책상,9,196878000,C360,2015-12-12,,2025-10-05,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.0,Y,-1.0,1.0,10.0,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,121,12
M201513629,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513630,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513631,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513632,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513633,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513634,책상,책상,9,196878000,C360,2015-12-12,2016-12-16,2016-12-23,사업종료,활용부서부재,신품,폐기,,ERICA,1.18,Y,7.82,1.0,1.18,0.02,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,14,12
M201513635,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513636,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513637,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513638,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513639,책상,책상,9,196878000,C360,2015-12-12,,2025-12-08,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,Y,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,123,12
M201513640,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513641,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513642,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513643,책상,책상,9,196878000,C360,2015-12-12,,2026-01-04,,노후화(성능저하),불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,Y,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,123,12
M201513644,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513645,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513646,책상,책상,9,196878000,C360,2015-12-12,2016-07-03,2016-07-11,사업종료,구형화,중고품,매각,,ERICA,0.79,N,8.21,1.0,0.79,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,9,12
M201513647,책상,책상,9,196878000,C360,2015-12-12,2016-03-20,2025-08-25,사업종료,활용부서부재,,,,ERICA,0.28,N,8.72,1.0,0.28,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,3,12
M201513648,책상,책상,9,196878000,C360,2015-12-12,2016-07-30,2016-08-11,사업종료,활용부서부재,신품,매각,,ERICA,0.89,N,8.11,1.0,0.89,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,10,12
M201513649,책상,책상,9,196878000,C360,2015-12-12,,2025-02-01,,고장/파손,폐품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,9.42,Y,-0.42,1.0,9.42,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,114,12
M201513650,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513651,책상,책상,9,196878000,C360,2015-12-12,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,N,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,123,12
M201513652,책상,책상,9,196878000,C360,2015-12-12,,2026-02-08,,수리비용과다,불용품,폐기,글로벌문화통상대학RC행정팀(ERICA),ERICA,10.17,Y,-1.17,1.0,10.17,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,123,12
M201513653,책상,책상,9,196878000,C360,2015-12-12,2016-09-19,2016-10-08,사업종료,활용부서부재,신품,폐기,,ERICA,1.09,Y,7.91,1.0,1.09,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,13,12
M202413654,책상,책상,9,29228000,C360,2024-12-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,1.16,N,7.84,1.0,1.16,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,14,12
M202413655,책상,책상,9,29228000,C360,2024-12-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,1.16,N,7.84,1.0,1.16,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,14,12
M202413656,책상,책상,9,29228000,C360,2024-12-11,,,,,,,글로벌문화통상대학RC행정팀(ERICA),ERICA,1.16,N,7.84,1.0,1.16,0.02,0.93,0.8,1,,,0,0,0,,0.0,,2026-02-08,Prediction,14,12
